unique_id,seasonal_str,trend_str
Q352,No seasonality,With trend
Q353,No seasonality,With trend
Q354,No seasonality,With trend
Q355,No seasonality,With trend
Q356,No seasonality,With trend
Q357,No seasonality,With trend
Q358,No seasonality,With trend
Q359,No seasonality,With trend
Q36,With seasonality,With trend
Q360,No seasonality,With trend
Q361,No seasonality,With trend
Q362,No seasonality,With trend
Q363,No seasonality,With trend
Q364,No seasonality,With trend
Q365,No seasonality,With trend
Q366,With seasonality,With trend
Q367,No seasonality,With trend
Q368,No seasonality,With trend
Q369,No seasonality,With trend
Q37,No seasonality,With trend
Q370,No seasonality,With trend
Q371,No seasonality,With trend
Q372,No seasonality,With trend
Q373,No seasonality,With trend
Q374,No seasonality,With trend
Q375,No seasonality,With trend
Q376,No seasonality,With trend
Q377,No seasonality,With trend
Q378,No seasonality,With trend
Q379,No seasonality,With trend
Q38,With seasonality,With trend
Q380,No seasonality,With trend
Q381,No seasonality,With trend
Q382,No seasonality,With trend
Q383,No seasonality,With trend
Q384,No seasonality,With trend
Q385,No seasonality,With trend
Q386,No seasonality,With trend
Q387,No seasonality,With trend
Q388,No seasonality,With trend
Q389,No seasonality,With trend
Q39,No seasonality,With trend
Q390,No seasonality,With trend
Q391,No seasonality,With trend
Q392,No seasonality,With trend
Q393,No seasonality,With trend
Q394,No seasonality,With trend
Q395,No seasonality,With trend
Q396,No seasonality,With trend
Q397,No seasonality,With trend
Q398,No seasonality,With trend
Q399,No seasonality,With trend
Q4,No seasonality,With trend
Q40,No seasonality,With trend
Q400,No seasonality,With trend
Q401,No seasonality,With trend
Q402,No seasonality,With trend
Q403,No seasonality,With trend
Q404,With seasonality,With trend
Q405,No seasonality,With trend
Q406,No seasonality,With trend
Q407,No seasonality,With trend
Q408,No seasonality,With trend
Q409,No seasonality,With trend
Q41,No seasonality,With trend
Q410,No seasonality,With trend
Q411,No seasonality,With trend
Q412,No seasonality,With trend
Q413,No seasonality,With trend
Q414,No seasonality,With trend
Q415,No seasonality,With trend
Q416,No seasonality,With trend
Q417,No seasonality,With trend
Q418,No seasonality,With trend
Q419,No seasonality,With trend
Q42,No seasonality,With trend
Q420,No seasonality,With trend
Q421,No seasonality,With trend
Q422,No seasonality,With trend
Q423,No seasonality,With trend
Q424,No seasonality,With trend
Q425,No seasonality,With trend
Q426,No seasonality,With trend
Q427,No seasonality,With trend
Q428,No seasonality,With trend
Q429,No seasonality,With trend
Q43,No seasonality,With trend
Q430,No seasonality,With trend
Q431,No seasonality,With trend
Q432,With seasonality,With trend
Q433,With seasonality,With trend
Q434,With seasonality,With trend
Q435,With seasonality,With trend
Q436,With seasonality,With trend
Q437,With seasonality,With trend
Q438,With seasonality,With trend
Q439,With seasonality,With trend
Q44,No seasonality,With trend
Q440,With seasonality,With trend
Q441,With seasonality,With trend
Q442,With seasonality,With trend
Q443,With seasonality,With trend
Q444,With seasonality,With trend
Q445,With seasonality,With trend
Q446,With seasonality,With trend
Q447,With seasonality,With trend
Q448,With seasonality,With trend
Q449,With seasonality,With trend
Q45,No seasonality,With trend
Q450,With seasonality,With trend
Q451,With seasonality,With trend
Q452,With seasonality,With trend
Q453,With seasonality,With trend
Q454,With seasonality,With trend
Q455,With seasonality,With trend
Q456,With seasonality,With trend
Q457,With seasonality,With trend
Q458,With seasonality,With trend
Q459,With seasonality,With trend
Q46,No seasonality,With trend
Q460,With seasonality,With trend
Q461,With seasonality,With trend
Q462,No seasonality,With trend
Q463,No seasonality,With trend
Q464,No seasonality,With trend
Q465,No seasonality,With trend
Q466,No seasonality,With trend
Q467,No seasonality,With trend
Q468,No seasonality,With trend
Q469,No seasonality,With trend
Q47,With seasonality,With trend
Q470,No seasonality,With trend
Q471,No seasonality,With trend
Q472,No seasonality,With trend
Q473,No seasonality,With trend
Q474,No seasonality,With trend
Q475,No seasonality,With trend
Q476,No seasonality,With trend
Q477,No seasonality,With trend
Q478,No seasonality,With trend
Q479,No seasonality,With trend
Q48,No seasonality,With trend
Q480,No seasonality,With trend
Q481,No seasonality,With trend
Q482,No seasonality,With trend
Q483,No seasonality,With trend
Q484,No seasonality,With trend
Q485,No seasonality,With trend
Q486,No seasonality,With trend
Q487,No seasonality,With trend
Q488,No seasonality,With trend
Q489,No seasonality,With trend
Q49,No seasonality,With trend
Q490,No seasonality,With trend
Q491,No seasonality,With trend
Q492,No seasonality,With trend
Q493,No seasonality,With trend
Q494,No seasonality,With trend
Q495,No seasonality,With trend
Q496,No seasonality,With trend
Q497,No seasonality,With trend
Q498,No seasonality,With trend
Q499,No seasonality,With trend
Q5,No seasonality,With trend
Q50,No seasonality,No trend
Q500,No seasonality,With trend
Q501,No seasonality,With trend
Q502,No seasonality,With trend
Q503,No seasonality,With trend
Q504,With seasonality,With trend
Q505,With seasonality,With trend
Q506,With seasonality,With trend
Q507,With seasonality,With trend
Q508,With seasonality,With trend
Q509,With seasonality,With trend
Q51,No seasonality,With trend
Q510,With seasonality,With trend
Q511,With seasonality,With trend
Q512,With seasonality,With trend
Q513,With seasonality,With trend
Q514,With seasonality,With trend
Q515,With seasonality,With trend
Q516,With seasonality,With trend
Q517,With seasonality,With trend
Q518,No seasonality,With trend
Q519,No seasonality,With trend
Q52,With seasonality,With trend
Q520,With seasonality,With trend
Q521,With seasonality,With trend
Q522,With seasonality,With trend
Q523,With seasonality,With trend
Q524,With seasonality,With trend
Q525,With seasonality,With trend
Q526,With seasonality,With trend
Q527,With seasonality,With trend
Q528,With seasonality,With trend
Q529,With seasonality,With trend
Q53,No seasonality,With trend
Q530,With seasonality,With trend
Q531,With seasonality,With trend
Q532,With seasonality,With trend
Q533,With seasonality,With trend
Q534,With seasonality,With trend
Q535,With seasonality,With trend
Q536,With seasonality,With trend
Q537,With seasonality,With trend
Q538,With seasonality,With trend
Q539,With seasonality,With trend
Q54,No seasonality,With trend
Q540,With seasonality,With trend
Q541,With seasonality,With trend
Q542,With seasonality,With trend
Q543,With seasonality,With trend
Q544,With seasonality,With trend
Q545,With seasonality,With trend
Q546,With seasonality,With trend
Q547,With seasonality,With trend
Q548,With seasonality,With trend
Q549,With seasonality,With trend
Q55,No seasonality,With trend
Q550,No seasonality,With trend
Q551,No seasonality,With trend
Q552,No seasonality,With trend
Q553,No seasonality,With trend
Q554,No seasonality,With trend
Q555,No seasonality,With trend
Q556,No seasonality,With trend
Q557,No seasonality,With trend
Q558,No seasonality,With trend
Q559,No seasonality,With trend
Q56,No seasonality,With trend
Q560,No seasonality,With trend
Q561,No seasonality,With trend
Q562,No seasonality,With trend
Q563,No seasonality,With trend
Q564,No seasonality,With trend
Q565,No seasonality,With trend
Q566,With seasonality,With trend
Q567,With seasonality,With trend
Q568,With seasonality,With trend
Q569,With seasonality,With trend
Q57,With seasonality,With trend
Q570,With seasonality,With trend
Q571,With seasonality,With trend
Q572,With seasonality,With trend
Q573,With seasonality,With trend
Q574,With seasonality,With trend
Q575,No seasonality,With trend
Q576,No seasonality,With trend
Q577,No seasonality,With trend
Q578,No seasonality,With trend
Q579,No seasonality,With trend
Q58,No seasonality,With trend
Q580,No seasonality,With trend
Q581,No seasonality,With trend
Q582,No seasonality,With trend
Q583,No seasonality,With trend
Q584,No seasonality,With trend
Q585,No seasonality,With trend
Q586,No seasonality,With trend
Q587,No seasonality,With trend
Q588,No seasonality,With trend
Q589,No seasonality,With trend
Q59,No seasonality,With trend
Q590,No seasonality,With trend
Q591,No seasonality,With trend
Q592,No seasonality,With trend
Q593,No seasonality,With trend
Q594,No seasonality,With trend
Q595,No seasonality,With trend
Q596,No seasonality,With trend
Q597,No seasonality,With trend
Q598,No seasonality,With trend
Q599,No seasonality,With trend
Q6,With seasonality,With trend
Q60,No seasonality,With trend
Q600,No seasonality,With trend
Q601,No seasonality,With trend
Q602,No seasonality,With trend
Q603,No seasonality,With trend
Q604,No seasonality,With trend
Q605,No seasonality,With trend
Q606,No seasonality,With trend
Q607,No seasonality,With trend
Q608,No seasonality,With trend
Q609,No seasonality,With trend
Q61,With seasonality,With trend
Q610,No seasonality,With trend
Q611,No seasonality,With trend
Q612,No seasonality,With trend
Q613,No seasonality,With trend
Q614,No seasonality,With trend
Q615,No seasonality,With trend
Q616,No seasonality,With trend
Q617,No seasonality,With trend
Q618,No seasonality,With trend
Q619,No seasonality,With trend
Q62,No seasonality,With trend
Q620,No seasonality,With trend
Q621,No seasonality,With trend
Q622,No seasonality,With trend
Q623,No seasonality,With trend
Q624,No seasonality,With trend
Q625,No seasonality,With trend
Q626,No seasonality,With trend
Q627,With seasonality,With trend
Q628,With seasonality,With trend
Q629,With seasonality,With trend
Q63,No seasonality,With trend
Q630,No seasonality,With trend
Q631,With seasonality,With trend
Q632,With seasonality,With trend
Q633,No seasonality,With trend
Q634,With seasonality,With trend
Q635,With seasonality,With trend
Q636,With seasonality,With trend
Q637,No seasonality,With trend
Q638,No seasonality,With trend
Q639,No seasonality,With trend
Q64,No seasonality,With trend
Q640,No seasonality,With trend
Q641,No seasonality,With trend
Q642,With seasonality,With trend
Q643,No seasonality,With trend
Q644,No seasonality,With trend
Q645,No seasonality,With trend
Q646,No seasonality,With trend
Q647,No seasonality,With trend
Q648,No seasonality,With trend
Q649,No seasonality,With trend
Q65,No seasonality,With trend
Q650,No seasonality,With trend
Q651,No seasonality,With trend
Q652,No seasonality,With trend
Q653,No seasonality,With trend
Q654,No seasonality,With trend
Q655,No seasonality,With trend
Q656,No seasonality,With trend
Q657,No seasonality,With trend
Q658,No seasonality,With trend
Q659,No seasonality,With trend
Q66,No seasonality,With trend
Q660,No seasonality,With trend
Q661,No seasonality,With trend
Q662,No seasonality,With trend
Q663,No seasonality,With trend
Q664,No seasonality,With trend
Q665,No seasonality,With trend
Q666,No seasonality,With trend
Q667,No seasonality,With trend
Q668,No seasonality,With trend
Q669,No seasonality,With trend
Q67,With seasonality,With trend
Q670,No seasonality,With trend
Q671,No seasonality,With trend
Q672,No seasonality,With trend
Q673,No seasonality,With trend
Q674,No seasonality,With trend
Q675,No seasonality,With trend
Q676,No seasonality,With trend
Q677,No seasonality,With trend
Q678,No seasonality,With trend
Q679,No seasonality,With trend
Q68,With seasonality,With trend
Q680,No seasonality,With trend
Q681,No seasonality,With trend
Q682,No seasonality,With trend
Q683,No seasonality,With trend
Q684,No seasonality,With trend
Q685,No seasonality,With trend
Q686,No seasonality,With trend
Q687,No seasonality,With trend
Q688,No seasonality,With trend
Q689,No seasonality,With trend
Q69,With seasonality,With trend
Q690,No seasonality,With trend
Q691,No seasonality,With trend
Q692,No seasonality,With trend
Q693,No seasonality,With trend
Q694,No seasonality,With trend
Q695,No seasonality,With trend
Q696,No seasonality,With trend
Q697,No seasonality,With trend
Q698,No seasonality,With trend
Q699,No seasonality,With trend
Q7,No seasonality,With trend
Q70,With seasonality,With trend
Q700,With seasonality,With trend
Q701,With seasonality,With trend
Q702,No seasonality,With trend
Q703,No seasonality,With trend
Q704,With seasonality,With trend
Q705,No seasonality,With trend
Q706,With seasonality,With trend
Q707,With seasonality,With trend
Q708,No seasonality,With trend
Q709,With seasonality,With trend
Q71,No seasonality,With trend
Q710,With seasonality,With trend
Q711,With seasonality,With trend
Q712,With seasonality,With trend
Q713,No seasonality,With trend
Q714,No seasonality,With trend
Q715,With seasonality,With trend
Q716,No seasonality,With trend
Q717,No seasonality,With trend
Q718,With seasonality,With trend
Q719,No seasonality,With trend
Q72,No seasonality,With trend
Q720,With seasonality,With trend
Q721,With seasonality,With trend
Q722,No seasonality,With trend
Q723,With seasonality,No trend
Q724,No seasonality,With trend
Q725,No seasonality,With trend
Q726,With seasonality,With trend
Q727,No seasonality,With trend
Q728,No seasonality,With trend
Q729,No seasonality,With trend
Q73,With seasonality,With trend
Q730,With seasonality,With trend
Q731,No seasonality,With trend
Q732,No seasonality,With trend
Q733,With seasonality,With trend
Q734,No seasonality,With trend
Q735,No seasonality,With trend
Q736,No seasonality,With trend
Q737,No seasonality,With trend
Q738,No seasonality,With trend
Q739,With seasonality,With trend
Q74,With seasonality,With trend
Q740,No seasonality,With trend
Q741,With seasonality,With trend
Q742,With seasonality,With trend
Q743,With seasonality,With trend
Q744,With seasonality,With trend
Q745,With seasonality,With trend
Q746,With seasonality,With trend
Q747,With seasonality,With trend
Q748,With seasonality,With trend
Q749,With seasonality,With trend
Q75,No seasonality,With trend
Q750,With seasonality,With trend
Q751,No seasonality,With trend
Q752,No seasonality,No trend
Q753,No seasonality,With trend
Q754,With seasonality,With trend
Q755,With seasonality,With trend
Q756,With seasonality,With trend
Q76,With seasonality,With trend
Q77,With seasonality,With trend
Q78,With seasonality,With trend
Q79,No seasonality,With trend
Q8,With seasonality,With trend
Q80,No seasonality,With trend
Q81,With seasonality,With trend
Q82,With seasonality,With trend
Q83,With seasonality,With trend
Q84,With seasonality,With trend
Q85,With seasonality,With trend
Q86,With seasonality,With trend
Q87,No seasonality,With trend
Q88,No seasonality,With trend
Q89,With seasonality,With trend
Q9,No seasonality,With trend
Q90,With seasonality,With trend
Q91,With seasonality,With trend
Q92,No seasonality,With trend
Q93,With seasonality,With trend
Q94,With seasonality,With trend
Q95,With seasonality,With trend
Q96,With seasonality,With trend
Q97,No seasonality,With trend
Q98,With seasonality,With trend
Q99,With seasonality,With trend
