unique_id,seasonal_str,trend_str
ID270,With seasonality,No trend
ID271,With seasonality,With trend
ID272,With seasonality,With trend
ID273,With seasonality,With trend
ID274,With seasonality,With trend
ID275,No seasonality,No trend
ID276,With seasonality,With trend
ID277,With seasonality,With trend
ID278,With seasonality,No trend
ID279,With seasonality,No trend
ID28,With seasonality,No trend
ID280,With seasonality,No trend
ID281,With seasonality,No trend
ID282,With seasonality,With trend
ID283,With seasonality,With trend
ID284,With seasonality,With trend
ID285,With seasonality,With trend
ID286,With seasonality,With trend
ID287,With seasonality,With trend
ID288,With seasonality,With trend
ID289,With seasonality,With trend
ID29,With seasonality,With trend
ID290,With seasonality,With trend
ID291,With seasonality,No trend
ID292,With seasonality,With trend
ID293,With seasonality,With trend
ID294,With seasonality,With trend
ID295,With seasonality,With trend
ID296,With seasonality,With trend
ID297,With seasonality,No trend
ID298,With seasonality,With trend
ID299,With seasonality,With trend
ID3,With seasonality,With trend
ID30,With seasonality,With trend
ID300,With seasonality,No trend
ID301,No seasonality,No trend
ID302,With seasonality,No trend
ID303,With seasonality,With trend
ID304,With seasonality,No trend
ID305,With seasonality,With trend
ID306,No seasonality,With trend
ID307,With seasonality,With trend
ID308,With seasonality,No trend
ID309,With seasonality,With trend
ID31,With seasonality,With trend
ID310,With seasonality,With trend
ID311,With seasonality,With trend
ID312,With seasonality,With trend
ID313,With seasonality,With trend
ID314,With seasonality,With trend
ID315,With seasonality,With trend
ID316,With seasonality,With trend
ID317,With seasonality,With trend
ID318,With seasonality,With trend
ID319,With seasonality,With trend
ID32,With seasonality,With trend
ID320,With seasonality,With trend
ID321,With seasonality,With trend
ID322,No seasonality,With trend
ID323,With seasonality,With trend
ID324,No seasonality,With trend
ID325,With seasonality,No trend
ID326,No seasonality,With trend
ID327,With seasonality,With trend
ID328,No seasonality,No trend
ID329,With seasonality,No trend
ID33,With seasonality,No trend
ID330,With seasonality,No trend
ID331,With seasonality,With trend
ID332,No seasonality,No trend
ID333,With seasonality,No trend
ID334,With seasonality,With trend
ID335,No seasonality,With trend
ID336,With seasonality,No trend
ID337,With seasonality,With trend
ID338,With seasonality,With trend
ID339,With seasonality,With trend
ID34,With seasonality,No trend
ID340,With seasonality,With trend
ID341,No seasonality,With trend
ID342,With seasonality,With trend
ID343,With seasonality,With trend
ID344,With seasonality,With trend
ID345,With seasonality,With trend
ID346,With seasonality,No trend
ID347,With seasonality,With trend
ID348,With seasonality,No trend
ID349,With seasonality,With trend
ID35,With seasonality,With trend
ID350,With seasonality,With trend
ID351,With seasonality,With trend
ID352,With seasonality,With trend
ID353,With seasonality,With trend
ID354,With seasonality,With trend
ID355,With seasonality,With trend
ID356,With seasonality,With trend
ID357,With seasonality,With trend
ID358,With seasonality,No trend
ID359,With seasonality,With trend
ID36,With seasonality,No trend
ID360,With seasonality,With trend
ID361,With seasonality,With trend
ID362,With seasonality,With trend
ID363,With seasonality,With trend
ID364,With seasonality,With trend
ID365,With seasonality,With trend
ID366,With seasonality,With trend
ID367,With seasonality,With trend
ID368,With seasonality,With trend
ID369,With seasonality,With trend
ID37,With seasonality,With trend
ID370,With seasonality,With trend
ID371,With seasonality,With trend
ID372,With seasonality,With trend
ID373,With seasonality,With trend
ID374,With seasonality,With trend
ID375,With seasonality,With trend
ID376,With seasonality,With trend
ID377,With seasonality,With trend
ID378,With seasonality,With trend
ID379,With seasonality,With trend
ID38,With seasonality,No trend
ID380,With seasonality,With trend
ID381,No seasonality,With trend
ID382,With seasonality,With trend
ID383,With seasonality,With trend
ID384,With seasonality,With trend
ID385,With seasonality,With trend
ID386,With seasonality,With trend
ID387,No seasonality,With trend
ID388,No seasonality,With trend
ID389,No seasonality,With trend
ID39,With seasonality,With trend
ID390,No seasonality,With trend
ID391,With seasonality,With trend
ID392,With seasonality,With trend
ID393,With seasonality,With trend
ID394,With seasonality,With trend
ID395,With seasonality,With trend
ID396,With seasonality,With trend
ID397,With seasonality,With trend
ID398,With seasonality,With trend
ID399,With seasonality,With trend
ID4,With seasonality,With trend
ID40,With seasonality,No trend
ID400,With seasonality,With trend
ID401,With seasonality,With trend
ID402,With seasonality,With trend
ID403,No seasonality,With trend
ID404,With seasonality,With trend
ID405,With seasonality,With trend
ID406,With seasonality,With trend
ID407,With seasonality,With trend
ID408,With seasonality,With trend
ID409,With seasonality,With trend
ID41,With seasonality,With trend
ID410,With seasonality,With trend
ID411,With seasonality,With trend
ID412,No seasonality,With trend
ID413,With seasonality,No trend
ID414,With seasonality,With trend
ID415,With seasonality,With trend
ID416,With seasonality,With trend
ID417,With seasonality,With trend
ID418,With seasonality,With trend
ID419,With seasonality,No trend
ID42,With seasonality,With trend
ID420,No seasonality,With trend
ID421,With seasonality,With trend
ID422,With seasonality,With trend
ID423,With seasonality,With trend
ID424,With seasonality,With trend
ID425,With seasonality,With trend
ID426,With seasonality,With trend
ID427,With seasonality,With trend
ID428,With seasonality,With trend
ID429,With seasonality,With trend
ID43,With seasonality,With trend
ID430,With seasonality,With trend
ID431,With seasonality,With trend
ID432,With seasonality,With trend
ID433,With seasonality,With trend
ID434,With seasonality,With trend
ID435,With seasonality,With trend
ID436,With seasonality,With trend
ID437,With seasonality,With trend
ID438,No seasonality,With trend
ID439,With seasonality,With trend
ID44,With seasonality,With trend
ID440,With seasonality,With trend
ID441,With seasonality,With trend
ID442,No seasonality,With trend
ID443,No seasonality,With trend
ID444,No seasonality,With trend
ID445,No seasonality,With trend
ID446,No seasonality,With trend
ID447,No seasonality,With trend
ID448,No seasonality,With trend
ID449,No seasonality,With trend
ID45,No seasonality,With trend
ID450,No seasonality,With trend
ID451,No seasonality,With trend
ID452,No seasonality,With trend
ID453,No seasonality,With trend
ID454,No seasonality,With trend
ID455,With seasonality,With trend
ID456,With seasonality,With trend
ID457,With seasonality,With trend
ID458,With seasonality,With trend
ID459,No seasonality,With trend
ID46,With seasonality,With trend
ID460,No seasonality,With trend
ID461,With seasonality,With trend
ID462,With seasonality,With trend
ID463,With seasonality,With trend
ID464,No seasonality,With trend
ID465,With seasonality,With trend
ID466,With seasonality,With trend
ID467,With seasonality,With trend
ID468,With seasonality,With trend
ID469,With seasonality,With trend
ID47,With seasonality,With trend
ID470,With seasonality,With trend
ID471,With seasonality,With trend
ID472,With seasonality,With trend
ID473,With seasonality,With trend
ID474,With seasonality,With trend
ID475,With seasonality,No trend
ID476,With seasonality,With trend
ID477,With seasonality,With trend
ID478,With seasonality,With trend
ID479,With seasonality,With trend
ID48,With seasonality,With trend
ID480,With seasonality,With trend
ID481,With seasonality,With trend
ID482,With seasonality,With trend
ID483,With seasonality,With trend
ID484,With seasonality,With trend
ID485,With seasonality,With trend
ID486,With seasonality,With trend
ID487,With seasonality,With trend
ID488,With seasonality,With trend
ID489,With seasonality,With trend
ID49,With seasonality,With trend
ID490,With seasonality,With trend
ID491,With seasonality,With trend
ID492,With seasonality,With trend
ID493,With seasonality,With trend
ID494,With seasonality,With trend
ID495,With seasonality,With trend
ID496,No seasonality,With trend
ID497,With seasonality,With trend
ID498,With seasonality,With trend
ID499,No seasonality,With trend
ID5,With seasonality,With trend
ID50,With seasonality,With trend
ID500,With seasonality,With trend
ID501,With seasonality,With trend
ID502,No seasonality,With trend
ID503,With seasonality,With trend
ID504,With seasonality,With trend
ID505,No seasonality,With trend
ID506,With seasonality,With trend
ID507,With seasonality,With trend
ID508,No seasonality,With trend
ID509,With seasonality,With trend
ID51,With seasonality,With trend
ID510,With seasonality,With trend
ID511,With seasonality,With trend
ID512,With seasonality,With trend
ID513,With seasonality,With trend
ID514,With seasonality,With trend
ID515,With seasonality,With trend
ID516,With seasonality,With trend
ID517,With seasonality,With trend
ID518,With seasonality,With trend
ID519,With seasonality,With trend
ID52,With seasonality,No trend
ID520,With seasonality,With trend
ID521,With seasonality,With trend
ID522,With seasonality,With trend
ID523,With seasonality,With trend
ID524,With seasonality,With trend
ID525,With seasonality,With trend
ID526,With seasonality,With trend
ID527,With seasonality,With trend
ID528,With seasonality,With trend
ID529,With seasonality,With trend
ID53,With seasonality,With trend
ID530,With seasonality,With trend
ID531,With seasonality,With trend
ID532,With seasonality,With trend
ID533,No seasonality,With trend
ID534,No seasonality,With trend
ID535,No seasonality,With trend
ID536,No seasonality,With trend
ID537,No seasonality,With trend
ID538,With seasonality,With trend
ID539,No seasonality,With trend
ID54,With seasonality,With trend
ID540,No seasonality,With trend
ID541,No seasonality,No trend
ID542,With seasonality,With trend
ID543,No seasonality,With trend
ID544,No seasonality,With trend
ID545,With seasonality,With trend
ID546,With seasonality,No trend
ID547,With seasonality,With trend
ID548,With seasonality,No trend
ID549,With seasonality,No trend
ID55,With seasonality,With trend
ID550,With seasonality,With trend
ID551,With seasonality,With trend
ID552,With seasonality,With trend
ID553,With seasonality,With trend
ID554,With seasonality,With trend
ID555,With seasonality,With trend
ID556,No seasonality,With trend
ID557,With seasonality,With trend
ID558,No seasonality,With trend
ID559,No seasonality,With trend
ID56,With seasonality,With trend
ID560,No seasonality,With trend
ID561,No seasonality,With trend
ID562,With seasonality,With trend
ID563,No seasonality,With trend
ID564,No seasonality,With trend
ID565,With seasonality,With trend
ID566,With seasonality,With trend
ID567,With seasonality,No trend
ID568,With seasonality,With trend
ID569,With seasonality,With trend
ID57,With seasonality,With trend
ID570,With seasonality,With trend
ID571,With seasonality,No trend
ID572,With seasonality,With trend
ID573,With seasonality,With trend
ID574,No seasonality,With trend
ID575,With seasonality,With trend
ID576,With seasonality,With trend
ID577,With seasonality,With trend
ID578,With seasonality,With trend
ID579,With seasonality,With trend
ID58,No seasonality,With trend
ID580,With seasonality,With trend
ID581,With seasonality,With trend
ID582,With seasonality,With trend
ID583,With seasonality,With trend
ID584,With seasonality,With trend
ID585,With seasonality,With trend
ID586,With seasonality,With trend
ID587,With seasonality,With trend
ID588,With seasonality,With trend
ID589,With seasonality,With trend
ID59,With seasonality,No trend
ID590,With seasonality,With trend
ID591,With seasonality,With trend
ID592,With seasonality,With trend
ID593,With seasonality,With trend
ID594,No seasonality,With trend
ID595,With seasonality,With trend
ID596,With seasonality,With trend
ID597,With seasonality,With trend
ID598,With seasonality,No trend
ID599,With seasonality,No trend
ID6,With seasonality,No trend
ID60,With seasonality,With trend
ID600,With seasonality,No trend
ID601,With seasonality,With trend
ID602,With seasonality,With trend
ID603,With seasonality,No trend
ID604,With seasonality,With trend
ID605,With seasonality,With trend
ID606,With seasonality,With trend
ID607,With seasonality,No trend
ID608,With seasonality,No trend
ID609,With seasonality,No trend
ID61,With seasonality,No trend
ID610,With seasonality,No trend
ID611,With seasonality,No trend
ID612,With seasonality,No trend
ID613,With seasonality,With trend
ID614,With seasonality,With trend
ID615,No seasonality,With trend
ID616,With seasonality,With trend
ID62,No seasonality,With trend
ID63,With seasonality,With trend
ID64,With seasonality,With trend
ID65,With seasonality,With trend
ID66,No seasonality,With trend
ID67,With seasonality,With trend
ID68,With seasonality,With trend
ID69,With seasonality,With trend
ID7,With seasonality,No trend
ID70,With seasonality,With trend
ID71,With seasonality,With trend
ID72,With seasonality,With trend
ID73,With seasonality,With trend
ID74,With seasonality,With trend
ID75,With seasonality,With trend
ID76,With seasonality,With trend
ID77,With seasonality,No trend
ID78,With seasonality,With trend
ID79,With seasonality,With trend
ID8,With seasonality,No trend
ID80,With seasonality,With trend
ID81,With seasonality,With trend
ID82,With seasonality,With trend
ID83,With seasonality,With trend
ID84,With seasonality,With trend
ID85,With seasonality,With trend
ID86,With seasonality,With trend
ID87,With seasonality,With trend
ID88,With seasonality,With trend
ID89,With seasonality,With trend
ID9,With seasonality,No trend
ID90,With seasonality,With trend
ID91,With seasonality,No trend
ID92,With seasonality,With trend
ID93,With seasonality,With trend
ID94,With seasonality,With trend
ID95,With seasonality,With trend
ID96,With seasonality,With trend
ID97,No seasonality,With trend
ID98,No seasonality,With trend
ID99,No seasonality,With trend
