unique_id,ds,y,is_anomaly
ID158,1988-06-30,106.2,0
ID158,1988-09-30,108.6,0
ID159,1988-06-30,1302.1,0
ID159,1988-09-30,1326.1,0
ID16,1986-06-30,562216.0,0
ID16,1986-09-30,547908.0,0
ID160,1988-06-30,121.2,0
ID160,1988-09-30,118.1,0
ID161,1988-06-30,204.6,0
ID161,1988-09-30,202.5,0
ID162,1978-06-30,106.0,0
ID162,1978-09-30,139.0,0
ID163,1978-06-30,105.0,0
ID163,1978-09-30,145.0,0
ID164,1986-06-30,142.0,0
ID164,1986-09-30,99.0,1
ID165,1985-03-31,182.0,0
ID165,1985-06-30,179.0,0
ID166,1987-06-30,60.0,0
ID166,1987-09-30,53.0,0
ID167,1987-06-30,273.0,0
ID167,1987-09-30,323.0,1
ID168,1990-06-30,5.91,0
ID168,1990-09-30,5.94,0
ID169,1969-12-31,100.0,0
ID169,1970-03-31,98.0,0
ID17,1986-06-30,130534.0,0
ID17,1986-09-30,117287.0,0
ID170,1969-12-31,118.7,0
ID170,1970-03-31,118.1,0
ID171,1969-12-31,109.2,0
ID171,1970-03-31,109.8,0
ID172,1969-12-31,118.7,0
ID172,1970-03-31,120.5,0
ID173,1987-12-31,378.0,0
ID173,1988-03-31,408.0,0
ID174,1987-09-30,140.0,0
ID174,1987-12-31,149.0,0
ID175,1973-06-30,19.0,0
ID175,1973-09-30,23.0,0
ID176,1988-06-30,147.0,0
ID176,1988-09-30,100.0,1
ID177,1987-12-31,174.0,0
ID177,1988-03-31,194.0,0
ID178,1978-06-30,19.46,0
ID178,1978-09-30,19.61,0
ID179,1978-06-30,3.03,0
ID179,1978-09-30,2.86,0
ID18,1986-06-30,38135.0,0
ID18,1986-09-30,23457.0,0
ID180,1978-06-30,355.0,0
ID180,1978-09-30,353.0,0
ID181,1978-06-30,2.4,1
ID181,1978-09-30,3.9,1
ID182,1978-06-30,7429.0,0
ID182,1978-09-30,7414.0,0
ID183,1978-06-30,1.09,0
ID183,1978-09-30,1.08,0
ID184,1978-06-30,64.0,0
ID184,1978-09-30,84.0,0
ID185,1978-06-30,75.0,0
ID185,1978-09-30,59.0,0
ID186,1978-06-30,366.0,0
ID186,1978-09-30,363.0,0
ID187,1978-06-30,5.4,0
ID187,1978-09-30,15.2,0
ID188,1978-06-30,7.6,0
ID188,1978-09-30,4.9,0
ID189,1978-06-30,62.0,0
ID189,1978-09-30,63.8,0
ID19,1986-06-30,640404.0,0
ID19,1986-09-30,564309.0,0
ID190,1966-06-30,95.0,0
ID190,1966-09-30,145.0,0
ID191,1970-06-30,107.0,0
ID191,1970-09-30,74.0,0
ID192,1989-06-30,79.0,0
ID192,1989-09-30,94.0,0
ID193,1987-06-30,438.0,0
ID193,1987-09-30,470.0,0
ID194,1985-06-30,107.8,0
ID194,1985-09-30,107.7,0
ID195,1985-06-30,39.3,0
ID195,1985-09-30,39.5,0
ID196,1985-06-30,2571.0,0
ID196,1985-09-30,1158.0,0
ID197,1987-06-30,129.0,0
ID197,1987-09-30,133.0,0
ID198,1985-06-30,1304.0,0
ID198,1985-09-30,1323.0,0
ID199,1985-06-30,68.9,0
ID199,1985-09-30,78.6,0
ID2,1987-06-30,247.0,0
ID2,1987-09-30,258.0,0
ID20,1979-06-30,114609.0,0
ID20,1979-09-30,115452.0,0
ID200,1985-06-30,69.1,1
ID200,1985-09-30,81.9,1
ID201,1985-06-30,808.0,0
ID201,1985-09-30,813.0,0
ID202,1985-06-30,4.24,0
ID202,1985-09-30,4.2,0
ID21,1988-06-30,149512.0,0
ID21,1988-09-30,140471.0,0
ID22,2003-09-30,367.94,1
ID22,2003-12-31,365.74,0
ID23,1988-03-31,1173.0,0
ID23,1988-06-30,894.0,0
ID24,1988-03-31,989.0,0
ID24,1988-06-30,832.0,0
ID25,1988-03-31,989.0,0
ID25,1988-06-30,832.0,0
ID26,1984-06-30,205.95,0
ID26,1984-09-30,263.79,0
ID27,1981-12-31,6.2,0
ID27,1982-03-31,6.6,0
ID28,1984-12-31,39744.0,1
ID28,1985-03-31,76930.0,0
ID29,1984-12-31,965.0,0
ID29,1985-03-31,724.0,0
ID3,2002-03-31,45665.1,0
ID3,2002-06-30,38440.7,1
ID30,1993-12-31,245.0,0
ID30,1994-03-31,344.0,0
ID31,1984-06-30,351.89,0
ID31,1984-09-30,452.03,0
ID32,1984-12-31,109062.0,0
ID32,1985-03-31,159561.0,0
ID33,1986-03-31,889.0,1
ID33,1986-06-30,870.0,0
ID34,1986-03-31,523.0,0
ID34,1986-06-30,310.0,0
ID35,1922-09-30,21589.0,0
ID35,1922-12-31,21843.0,0
ID36,1921-09-30,246.0,0
ID36,1921-12-31,235.0,0
ID37,1986-06-30,16684.0,0
ID37,1986-09-30,13260.0,0
ID38,1986-06-30,8531.0,0
ID38,1986-09-30,10736.0,0
ID39,1986-06-30,153842.0,0
ID39,1986-09-30,165671.0,0
ID4,1986-03-31,711326.0,1
ID4,1986-06-30,654071.0,0
ID40,1986-06-30,29028.0,1
ID40,1986-09-30,16464.0,0
ID41,1912-09-30,13506.0,0
ID41,1912-12-31,10687.0,0
ID42,1989-06-30,1787.0,0
ID42,1989-09-30,2259.0,0
ID43,1989-06-30,120.0,0
ID43,1989-09-30,137.0,0
ID44,1979-06-30,66.0,0
ID44,1979-09-30,77.0,0
ID45,1979-06-30,1.79,0
ID45,1979-09-30,1.78,0
ID46,1989-06-30,85.0,0
ID46,1989-09-30,94.0,0
ID47,1972-06-30,88.0,0
ID47,1972-09-30,113.0,0
ID48,1972-06-30,111.0,0
ID48,1972-09-30,117.0,0
ID49,1972-06-30,14.7,0
ID49,1972-09-30,22.1,0
ID5,1986-06-30,640.4,0
ID5,1986-09-30,564.31,0
ID50,1972-06-30,190.0,0
ID50,1972-09-30,197.0,0
ID51,1977-06-30,28.0,0
ID51,1977-09-30,26.0,0
ID52,1977-06-30,39.0,0
ID52,1977-09-30,45.0,1
ID53,1977-06-30,74.0,0
ID53,1977-09-30,88.0,0
ID54,1977-06-30,112.0,0
ID54,1977-09-30,128.0,0
ID55,1986-06-30,536.0,1
ID55,1986-09-30,769.0,0
ID56,1991-12-31,104.3,0
ID56,1992-03-31,98.9,0
ID57,1986-06-30,4276.56,0
ID57,1986-09-30,4167.73,0
ID58,1985-12-31,895.13,0
ID58,1986-03-31,845.13,0
ID59,1987-09-30,149512.0,0
ID59,1987-12-31,140471.0,0
ID6,1980-06-30,18.2,0
ID6,1980-09-30,23.3,0
ID60,1989-06-30,161.0,0
ID60,1989-09-30,191.0,1
ID61,1989-06-30,117.0,0
ID61,1989-09-30,112.0,0
ID62,1989-06-30,91.0,0
ID62,1989-09-30,97.0,0
ID63,1987-06-30,17.7,0
ID63,1987-09-30,17.5,0
ID64,1988-06-30,125.0,0
ID64,1988-09-30,118.0,0
ID65,1979-06-30,170.8,0
ID65,1979-09-30,164.2,0
ID66,1979-06-30,83.1,0
ID66,1979-09-30,78.1,0
ID67,1979-06-30,164.3,0
ID67,1979-09-30,168.4,0
ID68,1980-06-30,30.11,0
ID68,1980-09-30,26.56,0
ID69,1980-06-30,55.32,0
ID69,1980-09-30,51.81,0
ID7,1989-06-30,125.96,0
ID7,1989-09-30,160.31,0
ID70,1980-06-30,108.6,0
ID70,1980-09-30,102.5,0
ID71,1987-12-31,166.0,0
ID71,1988-03-31,169.0,0
ID72,1978-06-30,123.74,0
ID72,1978-09-30,125.04,0
ID73,1978-06-30,123.1,0
ID73,1978-09-30,124.4,0
ID74,1978-06-30,130.1,0
ID74,1978-09-30,131.9,0
ID75,1978-06-30,125.9,0
ID75,1978-09-30,127.3,0
ID76,1978-06-30,1155.2,0
ID76,1978-09-30,1180.8,0
ID77,1986-06-30,11176.0,0
ID77,1986-09-30,11324.0,0
ID78,1986-06-30,11696.0,0
ID78,1986-09-30,12040.0,0
ID79,1986-06-30,80256.0,0
ID79,1986-09-30,82500.0,0
ID8,1986-03-31,3831.0,0
ID8,1986-06-30,2715.0,0
ID80,1986-06-30,26199.0,0
ID80,1986-09-30,26860.0,0
ID81,1986-06-30,8049.0,0
ID81,1986-09-30,8641.0,0
ID82,1986-06-30,60869.0,0
ID82,1986-09-30,64887.0,0
ID83,1986-06-30,14691.0,1
ID83,1986-09-30,15203.0,0
ID84,1979-06-30,190.0,0
ID84,1979-09-30,179.0,0
ID85,1986-06-30,131.0,0
ID85,1986-09-30,134.0,0
ID86,1981-06-30,186.0,1
ID86,1981-09-30,245.0,1
ID87,1986-06-30,38268.0,0
ID87,1986-09-30,38652.0,0
ID88,1972-06-30,98.0,0
ID88,1972-09-30,121.0,0
ID89,1987-06-30,17.8,0
ID89,1987-09-30,19.3,0
ID9,1988-06-30,10433.0,0
ID9,1988-09-30,12770.0,1
ID90,1988-06-30,18.1,0
ID90,1988-09-30,17.3,0
ID91,1980-06-30,7.7,0
ID91,1980-09-30,4.5,0
ID92,1980-06-30,34.6,0
ID92,1980-09-30,31.3,0
ID93,1980-06-30,226.7,0
ID93,1980-09-30,273.5,0
ID94,1980-06-30,37.8,0
ID94,1980-09-30,31.5,0
ID95,1980-06-30,53.3,0
ID95,1980-09-30,51.9,0
ID96,1980-06-30,544.5,0
ID96,1980-09-30,326.3,0
ID97,1980-06-30,1138.9,0
ID97,1980-09-30,995.1,0
ID98,1980-06-30,425.3,0
ID98,1980-09-30,348.2,0
ID99,1990-06-30,66.6,0
ID99,1990-09-30,62.8,0
