unique_id,ds,AutoKAN,AutoMLP,AutoGRU,AutoLSTM,AutoDLinear,AutoDeepAR,AutoDeepAR-median,AutoDeepAR-lo-90,AutoDeepAR-lo-80,AutoDeepAR-hi-80,AutoDeepAR-hi-90,AutoNHITS,AutoDeepNPTS,AutoAutoformer,AutoInformer,AutoTCN,AutoDilatedRNN,y
M1,1995-07-31,1334.2986,2395.7585,2150.124,2430.9956,1495.1588,2354.76,2474.5571,381.24023,1025.7272,3836.2097,4079.559,2184.2844,1480.3994,-80960.086,1011.8552,1966.3492,2829.4487,2040.0
M1,1995-08-31,2269.0789,2761.641,2313.91,2512.9092,2258.896,2634.3042,2609.1216,620.6433,1002.8557,4102.1123,4561.1685,3202.1833,1868.1956,-58913.773,1414.5825,2144.3281,2830.398,1440.0
M10,1994-09-30,4520.5854,4416.3066,4297.8804,4215.9717,4381.641,4470.77,4417.449,2092.593,2587.6416,6509.311,7088.2905,4420.0415,3678.168,-71199.27,4401.0664,4809.61,5062.8535,4540.0
M10,1994-10-31,4516.1675,4804.26,4405.7173,4472.9307,4413.769,4698.2695,4832.5527,2044.2618,2661.778,6417.2456,6689.2583,4382.4473,5468.94,-123741.07,4706.4873,4920.884,5431.671,2900.0
M10,1994-11-30,4299.895,4662.582,4598.082,4762.415,4319.7847,4763.028,4667.691,2816.9604,3282.313,6442.075,7038.1123,4433.91,4153.2324,-95389.89,4501.654,4932.0244,5394.0522,4500.0
M10,1994-12-31,4137.557,4403.7793,5060.6133,5173.5938,4143.7583,4954.3125,5112.208,2643.5447,2916.4858,6496.9717,7340.11,4169.9316,5412.7266,-83190.06,4609.5654,4967.482,5258.482,3540.0
M10,1995-01-31,4689.266,4809.451,5248.5625,5486.1587,4792.7046,5083.909,5040.4404,2721.0188,3588.3271,6598.138,7073.822,4699.915,4111.478,-83423.82,5250.5635,5384.002,5737.506,3840.0
M10,1995-02-28,4861.44,4872.853,5273.4683,5613.299,4837.072,5166.1436,5137.249,2931.239,3462.7754,6923.6616,7573.4844,4616.102,5341.062,-76481.04,5768.9907,5357.9185,5840.8867,4080.0
M10,1995-03-31,4569.397,4437.618,5084.412,5408.245,4481.5,5495.456,5331.208,3794.6829,4084.5696,7446.8345,7633.6387,4299.487,4598.153,-90028.21,5584.462,5226.541,5521.0586,3620.0
M10,1995-04-30,4665.388,4630.5977,4739.8794,4985.0366,4667.362,5061.797,4903.41,2824.9036,3782.274,6558.4546,7301.926,4452.988,4020.039,-88060.82,4565.9688,4989.0957,4965.348,3820.0
M10,1995-05-31,4260.5347,4341.7607,4421.0537,4524.4263,4422.5684,5077.817,5208.5264,2095.6484,2899.9033,6902.2515,7241.472,4252.8286,4406.804,-69665.85,4154.556,4461.993,4558.1274,4880.0
M10,1995-06-30,4149.282,4369.495,4018.571,4258.8794,4317.2637,5117.1694,5090.036,2743.2686,3047.4177,6764.602,7426.18,4256.69,2900.9375,-67618.07,3934.936,4248.6953,4365.0796,2800.0
M10,1995-07-31,4413.3115,4394.1597,3894.461,4102.483,4625.3823,4818.2974,4718.453,2305.217,2676.2803,6949.4053,7408.7036,4440.8755,3620.9907,-53030.773,3735.0498,4194.097,4165.9385,3640.0
M10,1995-08-31,4349.976,4220.368,4007.3108,4003.5188,4351.7227,4952.668,4936.7725,2848.0703,3495.6519,6508.445,7038.199,4268.0654,4416.846,-25870.695,4274.0674,4340.648,4317.8203,4100.0
M100,1994-10-31,5491.929,5462.966,5888.664,5875.459,5671.9634,5750.5547,5725.9893,4934.0845,5057.1943,6387.3555,7002.3354,5409.4243,5934.186,-31970.416,5617.587,5709.2573,5742.624,5090.0
M100,1994-11-30,5735.8237,5662.7397,6002.803,6172.6353,5807.558,5791.3794,5783.1963,4585.176,4764.483,6995.5015,7340.157,5872.399,6084.4473,-51864.117,5816.2065,5901.2705,5926.889,5520.0
M100,1994-12-31,6111.7827,6055.055,6097.563,6355.4185,6029.0684,5781.8335,5871.2183,4241.185,4741.8394,6734.524,6921.0347,6218.6533,6341.466,-32521.236,6172.749,6043.984,6171.138,6180.0
M100,1995-01-31,6281.553,6164.4507,6334.3984,6523.947,6125.441,6083.924,6208.282,4842.153,5072.078,7027.0015,7293.843,6368.713,6472.754,-38549.63,6482.5396,6184.92,6341.9644,6620.0
M100,1995-02-28,5887.4326,5967.918,6214.209,6333.2485,5880.891,5675.9565,5642.8984,4137.716,4482.3516,6686.427,7137.9927,6075.186,6181.753,-50401.094,6045.9824,5994.1714,6014.104,5510.0
M100,1995-03-31,5602.162,5571.2974,5972.4365,6057.898,5672.4375,5855.806,5781.309,4405.9175,4846.034,6908.3105,7182.594,5840.0337,5778.042,-53145.61,5586.5605,5825.918,5777.0225,5410.0
M100,1995-04-30,5409.6475,5308.2183,5725.6606,5747.8345,5576.2173,5852.6187,5761.043,4480.7217,4817.805,6882.4883,7233.1533,5063.307,5543.394,-44535.18,5698.584,5630.9746,5701.9834,4810.0
M100,1995-05-31,5322.75,5373.435,5531.185,5566.583,5491.613,5770.4062,5752.834,4688.8223,4836.925,6698.0996,6990.922,5031.4604,5357.537,-29201.326,5499.9805,5478.552,5722.569,4840.0
M100,1995-06-30,5636.525,5599.999,5430.253,5434.576,5770.4473,5587.9834,5585.7383,4066.4033,4430.282,6851.9336,7248.7046,5742.516,5896.2065,-29920.85,5358.9355,5597.3745,5844.342,5960.0
M100,1995-07-31,5674.558,5956.967,5438.333,5530.8877,5778.8154,5562.1074,5534.2725,4184.976,4494.647,6528.409,6758.9326,5831.4644,5858.1353,-28808.236,5266.1064,5517.0845,5817.1587,4860.0
M100,1995-08-31,5616.138,5957.281,5440.606,5595.1367,5718.617,5702.093,5614.984,4022.0737,4455.31,6902.2583,7231.283,5542.045,5913.76,-30822.416,5222.5796,5555.7744,5812.6777,5050.0
M100,1995-09-30,5499.24,5694.2676,5376.9336,5459.38,5676.4785,5541.165,5475.9653,3999.74,4607.7183,6608.712,6930.156,5464.317,5677.831,-17665.47,5335.7227,5623.2026,5813.237,4360.0
M1000,1993-03-31,4602.353,4633.023,4652.9497,4635.095,4661.882,4633.975,4633.2295,4551.955,4570.2764,4684.357,4715.077,4637.1396,4631.9067,-283.792,4616.3096,4714.781,4621.4136,4625.6
M1000,1993-04-30,4592.6855,4655.8286,4675.713,4646.981,4627.858,4638.0767,4636.747,4524.767,4561.5864,4735.533,4750.0176,4641.9463,4632.0625,1806.8853,4634.623,4727.2734,4639.534,4668.2
M1000,1993-05-31,4611.138,4654.5596,4694.1665,4660.416,4617.125,4641.2124,4637.0293,4495.0938,4524.075,4756.3765,4786.6724,4697.712,4632.1367,-487.32715,4645.383,4736.5728,4673.1675,4598.0
M1000,1993-06-30,4599.1577,4667.059,4691.82,4690.725,4612.163,4640.7104,4640.7856,4448.058,4503.145,4794.7183,4834.294,4689.58,4632.103,527.3667,4647.115,4766.957,4704.8306,4619.4
M1000,1993-07-31,4619.1,4673.098,4717.031,4701.7437,4594.911,4633.382,4619.376,4423.9062,4485.987,4820.842,4843.739,4699.5986,4632.1636,625.1001,4634.886,4796.6714,4692.512,4640.4
M1000,1993-08-31,4676.153,4690.7954,4724.2144,4707.2114,4615.754,4630.644,4616.1523,4427.7793,4455.496,4848.4053,4902.2715,4705.5566,4632.1914,574.9353,4658.6973,4826.6177,4720.3335,4656.0
M1000,1993-09-30,4714.651,4705.3667,4739.1016,4714.4634,4654.867,4626.7295,4610.4053,4370.4175,4431.7344,4883.0386,5000.674,4695.2837,4632.144,639.843,4668.908,4838.2524,4746.8193,4665.8
M1000,1993-10-31,4687.833,4712.4146,4746.6626,4730.1235,4579.1753,4613.234,4597.049,4338.805,4414.4624,4901.317,5005.3726,4729.409,4632.112,398.70288,4683.3384,4820.677,4796.3335,4687.4
M1000,1993-11-30,4645.878,4722.599,4754.065,4728.9688,4655.3325,4596.6606,4566.926,4366.153,4398.788,4927.255,5015.7417,4721.3037,4632.1343,354.76904,4702.5264,4799.084,4764.439,4695.4
M1000,1993-12-31,4676.137,4724.012,4758.2334,4730.808,4632.2183,4578.4653,4537.635,4325.8677,4367.7925,4867.349,5004.9697,4677.2407,4632.106,-53.926758,4687.8423,4790.37,4775.881,4669.4
M1000,1994-01-31,4633.5073,4732.692,4757.397,4743.2383,4605.3613,4566.241,4510.583,4303.9043,4367.7764,4801.97,5032.543,4703.062,4632.1895,638.6926,4701.6177,4781.9785,4834.1504,4669.8
M1000,1994-02-28,4669.1514,4742.749,4790.945,4750.1055,4710.6353,4556.6606,4506.9727,4318.247,4351.43,4805.4927,5041.7627,4733.914,4632.1963,1015.50586,4732.2236,4751.556,4870.408,4663.6
M1001,1993-03-31,6677.455,6685.737,6752.6484,6715.7275,6748.4946,6678.929,6681.255,6595.7363,6617.4707,6746.186,6757.553,6704.912,6691.4883,-1654.3887,6653.9663,6820.92,6626.3877,6723.3
M1001,1993-04-30,6662.3823,6685.525,6818.1064,6742.571,6691.46,6662.395,6665.9917,6523.411,6570.8384,6769.2134,6818.8467,6702.0576,6691.57,-3164.5767,6704.9575,6808.921,6647.942,6830.8
M1001,1993-05-31,6699.259,6728.617,6862.1265,6763.921,6693.273,6643.442,6641.794,6457.8203,6502.2803,6772.2417,6810.8013,6796.459,6691.3735,-4340.812,6727.408,6760.216,6720.3447,6790.2
M1001,1993-06-30,6673.268,6730.4204,6858.4346,6824.2334,6677.311,6628.0884,6631.847,6372.0747,6494.352,6776.9746,6858.477,6773.6343,6691.5874,-1256.7334,6702.3535,6793.091,6775.936,6766.0
M1001,1993-07-31,6727.1978,6762.933,6896.624,6842.166,6671.6416,6626.3584,6612.834,6400.471,6451.561,6870.626,6908.753,6822.067,6691.596,-1973.3833,6755.444,6832.4824,6770.6494,6777.5
M1001,1993-08-31,6829.928,6761.5317,6910.537,6842.3896,6713.0024,6626.2573,6594.9434,6401.575,6445.143,6866.595,6951.52,6836.001,6691.599,-1670.1284,6777.807,6839.753,6819.162,6783.0
M1001,1993-09-30,6873.0156,6770.4233,6925.2803,6858.9155,6764.5005,6622.3423,6581.077,6350.6787,6411.0337,6875.013,6981.7227,6814.508,6691.597,-1789.3325,6780.047,6843.3,6841.2974,6730.0
M1001,1993-10-31,6872.035,6779.7095,6954.0947,6887.9844,6682.057,6598.6035,6563.301,6340.961,6393.022,6857.3467,7009.812,6893.747,6691.5938,-2426.766,6791.561,6806.5244,6916.6514,6697.3
M1001,1993-11-30,6793.3315,6804.5767,6973.8022,6880.3057,6782.0083,6576.33,6531.9287,6289.2812,6353.732,6835.263,6995.0913,6852.2954,6691.5947,-2392.983,6809.1196,6720.8115,6847.341,6645.5
M1001,1993-12-31,6815.6836,6787.2104,6981.1226,6880.868,6736.062,6537.2197,6521.3667,6228.3584,6264.8994,6829.658,6908.3574,6806.3843,6691.596,-1986.4243,6821.4683,6703.09,6849.6665,6590.9
M1001,1994-01-31,6757.533,6806.46,6963.1475,6896.135,6696.577,6487.9497,6477.654,6132.473,6218.416,6809.2734,6974.6924,6846.7656,6691.5996,-1487.0859,6845.32,6702.643,6950.365,6595.3
M1001,1994-02-28,6788.114,6813.9624,6976.575,6875.932,6820.323,6445.9136,6436.7944,6006.588,6128.2075,6776.512,6887.028,6861.7603,6691.591,-197.04443,6857.1094,6615.492,7008.9517,6646.9
M1002,1993-03-31,5747.0386,5807.6187,5822.918,5813.9062,5827.751,5836.84,5837.481,5778.064,5796.8047,5878.153,5887.56,5804.625,5794.1685,-3893.8252,5843.051,5928.859,5813.598,5878.6
M1002,1993-04-30,5736.9585,5842.87,5852.767,5828.2705,5783.473,5882.6787,5887.414,5798.5474,5815.962,5962.5054,5979.355,5815.657,5794.1826,-745.7031,5830.3574,5972.212,5835.562,5966.0
M1002,1993-05-31,5776.7744,5850.1553,5879.212,5841.233,5781.8477,5921.9,5929.232,5767.626,5816.618,6020.478,6065.2046,5902.473,5794.1987,-7064.0127,5842.3916,6002.384,5854.722,5997.0
M1002,1993-06-30,5778.0674,5883.575,5878.9194,5872.7,5783.85,5944.725,5948.9424,5744.1123,5796.586,6082.856,6129.926,5896.506,5794.1953,-3093.1143,5833.364,6039.4326,5868.906,6035.2
M1002,1993-07-31,5809.434,5897.4185,5900.886,5881.4873,5762.5234,5967.451,5977.7896,5712.748,5783.221,6155.4824,6183.2607,5925.1924,5794.1987,-3124.4023,5801.19,6096.436,5875.3564,6081.6
M1002,1993-08-31,5869.6523,5918.502,5906.295,5878.606,5772.542,5994.7666,6003.477,5705.905,5754.4053,6203.0923,6264.0327,5926.725,5794.2,-3221.1816,5787.3833,6112.0923,5889.815,6122.2
M1002,1993-09-30,5897.984,5941.3794,5918.828,5883.541,5812.784,6012.324,6019.796,5656.5474,5718.453,6285.728,6354.887,5897.6445,5794.2,-2921.791,5786.3525,6102.034,5881.66,6101.2
M1002,1993-10-31,5871.958,5955.838,5930.065,5900.6836,5726.0127,6034.0044,6028.2793,5642.711,5707.4336,6345.246,6429.106,5940.3354,5794.2,-2393.4214,5765.1016,6063.3486,5925.9697,6116.0
M1002,1993-11-30,5827.3506,5980.3413,5932.2363,5903.832,5821.883,6039.5923,6026.163,5644.5503,5705.018,6407.626,6505.077,5938.5503,5794.2,-2255.9321,5807.286,6085.787,5914.911,6108.4
M1002,1993-12-31,5871.709,5983.193,5934.0244,5908.5747,5801.5957,6049.6724,6053.0996,5614.4927,5665.124,6472.6177,6538.1226,5910.6445,5794.2,-3312.42,5802.38,6051.6714,5946.3467,6081.0
M1002,1994-01-31,5823.285,6009.596,5936.871,5926.3896,5769.518,6056.7773,6066.334,5599.88,5640.1655,6504.621,6605.3555,5946.5386,5794.2,-2947.1357,5938.758,6045.264,6003.153,6123.2
M1002,1994-02-28,5865.1274,6022.998,5959.834,5926.254,5895.8477,6064.275,6052.956,5554.4365,5599.386,6546.864,6691.3887,5966.3784,5794.2,-2921.3955,5916.372,6038.2383,6037.7183,6145.0
M1003,1993-03-31,5872.709,5884.135,5962.952,5901.7935,5939.5293,5901.355,5903.574,5828.9736,5857.9434,5950.203,5974.945,5891.9077,5888.3013,-3573.438,5896.6113,5997.6294,5886.106,5913.6
M1003,1993-04-30,5857.687,5883.85,5998.8164,5917.3745,5894.158,5919.44,5920.456,5816.055,5846.6094,5994.9707,6007.414,5890.1963,5887.5605,-2490.705,5904.4175,5987.3438,5882.6914,5955.1
M1003,1993-05-31,5894.12,5912.941,6018.251,5925.6055,5895.3594,5925.788,5921.0786,5808.0957,5840.61,6019.18,6050.161,5965.9204,5887.8335,-402.69775,5904.908,5947.054,5925.4863,5959.8
M1003,1993-06-30,5873.8057,5906.017,6010.3037,5965.913,5883.6157,5935.4023,5931.953,5794.7075,5832.383,6053.432,6071.9194,5944.26,5888.5474,-2718.3638,5914.358,5977.965,5945.6816,5955.7
M1003,1993-07-31,5923.7095,5937.603,6028.0806,5975.419,5881.9946,5949.921,5940.838,5805.3267,5831.0547,6080.291,6121.828,5985.294,5888.802,-3570.901,5923.4404,6001.0195,5918.043,5919.7
M1003,1993-08-31,5994.21,5926.3486,6049.702,5972.631,5909.421,5957.5273,5947.2046,5806.3174,5828.847,6089.5444,6147.16,5981.2935,5888.7603,-2133.537,5984.941,5998.4473,5929.725,5895.3
M1003,1993-09-30,6025.389,5935.1655,6047.6616,5968.268,5950.115,5965.9,5959.9873,5820.6274,5834.889,6094.3447,6146.95,5954.8193,5888.756,-2440.4019,5982.322,5991.315,5924.916,5867.3
M1003,1993-10-31,6018.1636,5940.6665,6060.103,5977.261,5871.507,5976.7324,5967.8706,5810.903,5838.499,6119.1396,6151.568,6020.222,5889.1836,-1814.4966,5982.595,5947.491,5949.6836,5833.3
M1003,1993-11-30,5935.896,5947.4463,6069.243,5962.284,5952.5728,5986.607,5985.0166,5790.6265,5815.181,6125.3477,6162.5347,5987.099,5887.388,-1885.042,6003.805,5869.567,5878.615,5820.0
M1003,1993-12-31,5968.6143,5942.8613,6075.968,5954.884,5917.826,5988.9297,5979.203,5784.814,5832.057,6140.242,6227.107,5934.005,5888.7866,-2107.7197,6009.8105,5859.349,5828.1265,5765.9
M1003,1994-01-31,5910.4194,5953.27,6064.7954,5970.6113,5879.7837,5994.2363,5984.827,5808.437,5822.786,6134.315,6271.7466,5967.6694,5889.0137,-1613.0454,6022.243,5840.104,5836.8125,5724.8
M1003,1994-02-28,5941.9893,5955.033,6081.512,5963.1177,5995.1704,6003.455,5993.9126,5796.0273,5841.9087,6160.3867,6309.0176,5991.927,5888.6304,-693.46045,6033.348,5740.724,5847.8135,5755.3
M1004,1993-03-31,6048.7695,6118.171,6034.999,6064.3335,6110.736,6077.9897,6083.339,5949.4043,5981.158,6174.328,6207.6157,6076.862,6071.3447,-3241.189,6146.2314,6029.613,6047.9272,6166.0
M1004,1993-04-30,6018.6875,6120.5264,6021.7734,6059.4834,6053.736,6084.35,6076.6904,5947.986,5975.5063,6203.5527,6248.104,6037.2593,6072.073,-3343.2407,6136.89,6040.119,6037.787,6215.0
M1004,1993-05-31,6031.0586,6123.022,6019.1626,6059.9653,6047.912,6098.451,6101.233,5942.904,5969.1353,6239.587,6292.1113,6089.1094,6071.0215,-2143.6929,6126.287,6038.705,6033.106,6204.0
M1004,1993-06-30,6023.7593,6155.5693,6000.1924,6055.177,6048.6924,6106.5024,6092.948,5921.653,5953.587,6282.0464,6365.4414,6085.7197,6073.3965,-2671.4478,6120.5615,6043.315,6034.7695,6206.0
M1004,1993-07-31,6065.9565,6137.924,6003.2456,6079.4316,6037.0293,6104.916,6092.2227,5927.8647,5958.0244,6267.4844,6348.708,6043.095,6072.2144,-2932.4858,6150.9927,6061.5703,6040.2085,6120.0
M1004,1993-08-31,6149.3994,6143.4663,5998.325,6102.805,6108.868,6119.52,6121.1846,5877.6616,5938.913,6305.298,6380.658,6080.907,6071.297,-3051.2515,6194.416,6054.1997,6044.0483,6185.0
M1004,1993-09-30,6219.061,6185.8086,5993.352,6118.6533,6167.472,6138.1367,6135.1533,5831.14,5950.307,6315.6143,6456.062,6102.0923,6072.758,-2759.517,6218.0854,6059.6885,6042.8657,6161.0
M1004,1993-10-31,6179.601,6136.8716,5963.88,6103.0234,6060.4165,6162.166,6150.896,5872.2905,5945.813,6410.8896,6511.062,6177.788,6071.4097,-4228.2466,6253.884,6039.604,6037.0444,6095.0
M1004,1993-11-30,6072.056,6150.6577,5948.7744,6089.997,6146.4917,6190.75,6176.4824,5878.552,5972.15,6470.252,6541.083,6082.8447,6072.025,-3243.6362,6231.789,6036.055,6021.812,6058.0
M1004,1993-12-31,6048.135,6087.735,5924.2065,6061.825,6037.9897,6217.2163,6188.778,5836.516,5955.7803,6522.244,6696.4775,5937.0293,6072.0137,-2464.187,6237.3145,6034.332,6021.956,6075.0
M1004,1994-01-31,5973.9707,6065.1177,5938.4473,6057.991,5987.3174,6261.932,6174.2393,5792.121,5965.9863,6634.9326,6847.8193,5948.9897,6072.0737,-2539.7827,6236.815,6029.112,6016.001,6107.0
M1004,1994-02-28,6023.949,6090.367,5987.485,6112.229,6152.39,6300.164,6223.018,5936.056,6002.986,6708.3076,6857.4453,6049.1953,6073.315,-3685.7808,6243.0703,6026.805,6018.575,6080.0
M1005,1993-03-31,4542.9224,4564.974,4572.598,4592.232,4604.783,4583.024,4584.9097,4532.8325,4552.0757,4610.574,4631.813,4565.934,4566.061,602.51074,4590.474,4557.2437,4569.431,4645.0
M1005,1993-04-30,4534.9785,4566.654,4587.635,4601.595,4574.0825,4586.8145,4592.08,4481.309,4513.6313,4654.6064,4690.306,4568.306,4571.9814,1319.9922,4595.1577,4563.1143,4577.7163,4573.0
M1005,1993-05-31,4565.426,4591.1245,4599.9004,4613.223,4574.301,4591.698,4599.3115,4439.049,4480.086,4678.575,4718.115,4624.709,4570.9175,667.35425,4609.3804,4561.391,4583.208,4660.0
M1005,1993-06-30,4562.7764,4592.9033,4610.219,4621.843,4575.0376,4595.956,4595.4844,4421.4004,4461.9683,4708.0767,4755.5327,4615.024,4571.8564,1555.135,4605.565,4569.997,4592.8164,4683.0
M1005,1993-07-31,4582.7007,4602.259,4623.322,4630.0435,4560.6724,4597.806,4599.378,4408.0557,4428.1226,4764.479,4806.201,4623.8154,4572.204,1869.5349,4600.521,4569.308,4594.5293,4686.2
M1005,1993-08-31,4616.5063,4583.9146,4626.2246,4639.831,4573.9966,4607.8066,4609.992,4390.82,4432.582,4809.692,4842.7686,4615.843,4566.248,77.26123,4614.7964,4580.2817,4601.061,4722.0
M1005,1993-09-30,4643.247,4580.0083,4649.8022,4637.627,4603.924,4610.2056,4604.6074,4399.17,4431.3574,4807.5444,4852.5073,4585.173,4569.6587,1249.5017,4623.647,4598.9023,4601.1885,4738.4
M1005,1993-10-31,4615.5728,4562.684,4638.7812,4637.3213,4528.551,4613.0576,4616.6035,4393.609,4415.2676,4835.733,4883.145,4619.387,4545.686,1166.0305,4621.1953,4591.8457,4614.3066,4741.8
M1005,1993-11-30,4572.9883,4570.299,4650.8936,4643.4917,4607.2573,4614.2476,4604.3896,4373.435,4410.568,4836.905,4899.7095,4617.543,4566.9097,1312.6975,4609.5146,4597.282,4615.054,4785.0
M1005,1993-12-31,4595.178,4565.8643,4655.891,4647.551,4571.439,4614.142,4613.074,4364.3135,4412.6436,4827.8916,4917.355,4561.541,4558.358,1280.7864,4618.5386,4590.796,4620.086,4782.8
M1005,1994-01-31,4549.0405,4575.086,4667.6055,4668.51,4541.3105,4621.458,4630.248,4377.965,4402.3867,4860.072,4929.936,4581.64,4553.9087,1137.7683,4613.4546,4621.8066,4640.4,4884.2
M1005,1994-02-28,4583.4707,4581.729,4716.107,4702.0146,4647.3413,4620.8896,4649.553,4351.523,4398.1455,4874.125,4928.5645,4615.9897,4566.9717,1588.0903,4625.7485,4627.738,4662.28,4898.4
M1006,1993-03-31,6271.6074,6260.255,6253.3784,6285.684,6334.449,6261.31,6260.974,6229.2583,6240.5024,6288.223,6297.8555,6256.4688,6267.8228,685.45557,6285.1406,6198.231,6255.423,6260.55
M1006,1993-04-30,6252.352,6259.0415,6271.7886,6294.659,6286.2734,6262.442,6261.036,6209.3936,6223.532,6299.129,6316.09,6246.36,6267.7954,657.06885,6280.019,6182.978,6252.738,6176.1
M1006,1993-05-31,6284.625,6268.378,6283.832,6306.1753,6284.17,6262.4404,6258.8496,6200.748,6212.1514,6308.455,6320.8594,6313.238,6267.8467,1538.769,6288.606,6144.724,6250.0806,6264.1
M1006,1993-06-30,6278.2295,6272.9307,6295.3574,6318.5923,6287.098,6259.2344,6257.95,6187.8877,6200.0166,6321.415,6345.928,6299.9277,6267.825,1978.0908,6283.513,6136.9355,6259.5923,6258.4
M1006,1993-07-31,6315.5415,6291.618,6313.7734,6337.426,6278.6484,6254.356,6253.465,6175.269,6187.009,6325.5737,6340.1626,6312.204,6267.7876,2249.663,6287.7046,6115.159,6256.3477,6288.65
M1006,1993-08-31,6383.7163,6296.7183,6316.357,6357.894,6321.146,6250.3,6245.125,6155.0537,6172.496,6334.962,6350.314,6313.134,6267.808,1982.2441,6311.5015,6134.1753,6264.3804,6293.1
M1006,1993-09-30,6437.8623,6307.3965,6362.14,6373.401,6375.497,6248.15,6244.55,6140.49,6162.9707,6344.292,6366.947,6286.2646,6267.7827,1841.811,6311.98,6177.0054,6270.611,6273.9
M1006,1993-10-31,6405.4355,6299.47,6349.075,6384.6973,6272.904,6253.0024,6251.8213,6153.432,6159.024,6360.959,6392.6553,6358.369,6267.8237,2127.958,6301.619,6172.9956,6287.7383,6282.2
M1006,1993-11-30,6320.041,6300.512,6368.0635,6380.448,6371.2437,6255.0884,6246.3955,6114.3745,6149.2227,6379.9478,6407.3047,6320.769,6267.774,2308.8823,6293.1465,6110.219,6271.652,6271.75
M1006,1993-12-31,6339.4385,6282.3813,6367.972,6372.8936,6310.9556,6262.26,6256.432,6094.7656,6139.931,6394.23,6425.6816,6233.2065,6267.7607,2265.7866,6298.8486,6084.064,6277.6797,6260.3
M1006,1994-01-31,6258.841,6271.9614,6377.248,6373.0645,6253.68,6268.386,6264.634,6083.923,6130.093,6415.0444,6457.011,6251.224,6267.7607,2191.3926,6284.7183,6116.302,6302.391,6279.1
M1006,1994-02-28,6293.4067,6267.7476,6435.873,6396.6343,6381.6685,6279.9287,6284.826,6055.6943,6099.2627,6459.741,6528.0747,6291.94,6268.2505,1262.6421,6298.4556,6123.1714,6300.338,6297.15
M1007,1993-03-31,6361.5464,6427.4873,6386.941,6424.5234,6441.1274,6376.3887,6380.1055,6268.8203,6299.2334,6448.235,6460.5967,6361.578,6380.7656,-7197.7896,6465.5034,6346.4497,6368.5234,6482.5
M1007,1993-04-30,6353.8784,6438.865,6418.786,6435.155,6399.9526,6391.8145,6389.377,6237.331,6264.91,6504.513,6520.618,6360.1753,6381.462,-3080.9536,6462.458,6373.765,6394.699,6358.5
M1007,1993-05-31,6394.1987,6452.0405,6425.4717,6452.81,6402.122,6385.525,6375.3486,6162.1445,6192.2666,6562.5835,6640.519,6431.7886,6384.397,-3109.5688,6459.7114,6380.0127,6410.4624,6679.0
M1007,1993-06-30,6400.5996,6484.783,6445.7686,6460.5,6409.342,6369.226,6346.5,6096.6387,6143.958,6632.2944,6777.572,6419.8794,6384.6196,-2294.8286,6393.295,6379.638,6420.9556,6692.0
