unique_id,ds,AutoKAN,AutoMLP,AutoGRU,AutoLSTM,AutoDLinear,AutoDeepAR,AutoDeepAR-median,AutoDeepAR-lo-90,AutoDeepAR-lo-80,AutoDeepAR-hi-80,AutoDeepAR-hi-90,AutoNHITS,AutoDeepNPTS,AutoAutoformer,AutoInformer,AutoTCN,AutoDilatedRNN,y
q100,2022-04-01,33955.99,36371.34,35868.31,36601.023,32128.355,33355.03,33305.93,26675.129,28275.574,39372.992,40684.64,37117.332,31408.438,,38682.69,36736.18,33983.383,35657.0
q100,2022-07-01,31200.59,34225.28,34269.457,34057.336,30442.607,33115.152,33303.758,26998.05,28637.045,37439.426,38305.547,35544.273,32228.074,,33145.8,30751.562,32508.36,32673.0
q100,2022-10-01,25231.8,24931.84,24396.518,24205.898,28604.406,23064.504,23275.648,18075.402,19124.514,26883.893,27674.326,25606.504,23833.592,,27889.352,25094.76,22733.99,26161.0
q100,2023-01-01,32566.918,34040.4,32524.578,33881.18,36217.61,32949.496,32587.39,24696.771,27251.44,38497.227,40682.99,33623.07,30535.281,,32333.375,30620.27,32022.77,34036.0
q100,2023-04-01,36464.734,41130.75,36881.984,37838.664,34290.348,34356.418,34298.99,27063.482,28081.646,40662.246,42601.402,39085.99,31671.488,,38849.805,37425.35,34797.133,40744.0
q100,2023-07-01,32625.053,37871.754,35013.38,34893.484,32529.457,35153.48,34726.914,27976.37,29883.541,41607.242,43668.63,37491.906,32374.35,,37272.832,31500.672,32762.484,36207.0
q100,2023-10-01,27460.016,29271.81,24816.605,24742.332,27884.033,23540.53,23507.006,18207.025,18796.629,28011.627,28742.428,27625.436,25851.758,,27662.275,26024.414,23123.309,29173.0
q101,2022-01-01,683473.8,677625.25,720506.7,720070.1,747596.0,649794.3,648734.44,544089.7,577295.2,713496.6,747844.25,701377.25,653083.7,,710345.9,691494.2,699035.5,711690.0
q101,2022-04-01,898318.6,896196.06,911361.6,934359.7,802632.6,859745.56,868556.5,663818.5,730389.56,981966.75,1010268.8,888007.4,804842.9,,921698.4,910308.2,880552.5,845748.0
q101,2022-07-01,786886.0,811450.75,826136.7,821443.44,708348.25,774471.9,773227.0,663664.25,673119.1,875205.0,894571.4,811653.1,783248.3,,862146.1,789764.4,803892.9,747661.0
q101,2022-10-01,670434.94,650426.8,664297.1,656440.4,719884.8,627779.9,629048.2,531567.06,549366.5,705768.44,739041.8,649682.9,621739.8,,623019.4,651808.94,632347.7,589977.0
q101,2023-01-01,726143.4,726840.4,734995.6,754372.75,767768.7,665991.56,657705.4,539532.25,580068.94,766286.6,819628.75,727529.44,657946.9,,727229.4,713048.1,727244.06,664370.0
q101,2023-04-01,943733.6,956917.1,939547.3,970113.5,838203.5,912479.3,908429.6,688336.56,755745.06,1092486.0,1123502.2,925392.8,806060.4,,895455.9,926182.1,908416.4,884486.0
q101,2023-07-01,828451.4,866282.8,848569.3,848720.25,764485.6,812443.3,806215.8,625219.56,679415.6,950335.2,998660.5,845812.2,784678.2,,872225.4,815846.2,819240.8,752682.0
q101,2023-10-01,699990.9,694262.44,677629.9,678535.9,719488.3,651369.4,641908.0,551453.94,581657.44,723512.6,776363.44,676292.3,648366.56,,671538.56,682251.0,652823.1,594550.0
q102,2022-01-01,75528.3,76166.8,74671.375,73246.12,77559.61,61734.73,62091.637,50162.746,53121.465,70320.76,72246.96,75657.85,72267.22,,76751.4,73262.31,73742.01,75349.0
q102,2022-04-01,89644.96,89451.05,88416.91,87616.34,80209.625,77602.14,76985.164,63133.625,66979.87,87497.016,93021.71,86487.45,77768.04,,87249.36,84776.95,85386.82,82003.0
q102,2022-07-01,63750.484,62219.93,61260.297,61046.715,55821.656,52495.266,51788.43,43473.402,45889.598,59080.953,63323.113,66241.05,63552.87,,63642.336,62906.797,58298.133,53356.0
q102,2022-10-01,78322.05,77987.22,75662.484,75026.27,85339.41,70352.62,69242.03,55204.582,59295.934,84979.09,87657.58,77423.52,71016.195,,76928.74,72378.74,72859.87,70030.0
q102,2023-01-01,81647.38,82025.43,76894.18,76522.31,80909.16,65391.13,63665.984,51146.027,54200.71,77520.92,81759.28,81051.664,72203.125,,78358.32,75280.57,76297.46,72066.0
q102,2023-04-01,96131.76,96174.43,91269.78,90819.9,83675.64,78849.37,75909.27,64619.664,66982.15,93959.95,99325.94,92139.86,76978.28,,87800.55,85797.86,86972.46,83143.0
q102,2023-07-01,68576.89,65166.703,61798.516,62275.14,59499.688,54006.91,52437.93,42350.59,44730.832,62968.19,67111.2,69369.586,66986.625,,64454.953,63995.11,58815.582,55325.0
q102,2023-10-01,83913.05,81619.664,75711.28,76854.875,84107.805,68537.46,66994.805,50729.58,54743.234,85000.62,97878.06,81972.09,71019.08,,72878.03,72208.6,73779.81,78124.0
q103,2022-01-01,8827.036,8825.933,9401.184,9388.154,9954.447,8928.214,8950.494,6750.6523,7440.423,10466.077,10801.8545,8753.481,9354.066,,9017.513,8609.754,8907.869,8524.0
q103,2022-04-01,10389.406,10545.23,10676.266,10785.55,8905.285,10297.441,10113.4375,8146.223,8373.579,12316.955,12553.15,10147.416,9459.311,,10231.613,10907.867,9960.662,9005.0
q103,2022-07-01,9290.916,9204.045,10016.778,10029.049,7398.094,9643.5,9610.297,6865.6523,7424.098,11231.127,11917.482,9511.095,9087.551,,9313.432,9186.181,9384.828,8279.0
q103,2022-10-01,6657.8345,7214.5586,7005.8794,7127.305,8182.5806,6518.041,6504.841,3899.2688,4837.098,8434.5,8742.891,6926.3926,6594.005,,7777.391,7221.0186,6432.354,6399.0
q103,2023-01-01,9347.127,9529.902,10003.478,10012.721,10338.036,9326.093,9436.467,6123.488,6892.815,11798.226,12084.593,9391.181,9332.561,,9307.735,8640.344,9437.146,9123.0
q103,2023-04-01,11040.95,10788.847,11277.383,11431.863,9295.667,11094.647,10881.733,7143.639,8061.283,14503.454,15040.077,10682.005,9385.467,,9941.174,11161.316,10334.661,9843.0
q103,2023-07-01,9872.3125,9580.111,10426.055,10420.683,8358.94,10195.128,9875.557,6283.051,7258.4004,13737.154,14641.261,10049.779,9125.717,,9332.579,9256.139,9583.506,9015.0
q103,2023-10-01,7105.7856,7279.3115,7060.162,7387.7944,7865.1167,7322.577,6867.5645,4870.246,5172.0537,10085.085,10468.481,7532.482,7173.0283,,7454.259,7392.454,6604.095,6083.0
q104,2022-01-01,10412.822,9866.249,10192.277,10218.498,10133.88,9727.148,9812.061,6586.601,7821.6665,11781.171,12800.038,9856.735,9364.322,,10013.166,9813.871,10297.56,9198.0
q104,2022-04-01,11156.819,10065.436,10861.998,11048.34,10332.568,10234.301,10278.0,7429.37,7856.4985,12457.116,13166.021,10010.865,10138.554,,9989.143,10688.404,10650.396,10854.0
q104,2022-07-01,9563.32,9383.016,9532.075,9460.256,8858.897,8810.524,8734.092,6794.6885,7164.827,10761.839,11267.695,9622.668,9577.662,,9169.459,9686.383,9184.748,9340.0
q104,2022-10-01,10935.508,10608.28,10710.427,10686.302,10982.093,9606.023,9500.998,6635.7153,7453.1753,11985.535,12845.105,10386.982,10406.195,,10541.503,10742.955,10370.102,10275.0
q104,2023-01-01,11212.073,10372.148,10428.064,10723.854,10599.088,9977.906,9785.881,6956.279,7774.5806,12336.795,13800.291,10312.788,9726.463,,10564.148,10177.408,10663.643,9667.0
q104,2023-04-01,11843.4375,10821.637,11112.863,11394.084,10764.534,10344.219,9876.916,7207.6445,7821.3965,13318.954,15241.886,10497.272,10324.302,,10633.544,10936.299,10865.152,10564.0
q104,2023-07-01,10196.206,10026.322,9693.033,9702.342,9599.42,9177.929,8956.223,6791.9717,7260.5405,11073.88,12252.748,10134.1,10243.169,,9646.167,10029.375,9287.778,7997.0
q104,2023-10-01,11579.686,11255.802,10904.525,11056.964,11339.32,9807.619,9513.801,7391.226,7675.1562,12600.752,13150.5205,10919.48,10406.86,,10702.1455,10968.035,10569.525,9417.0
q105,2022-01-01,7686.0215,7883.4346,7833.1914,7813.993,7803.5967,8573.027,8649.027,7303.659,7601.1016,9549.907,9920.914,8128.03,7451.807,,8186.723,7789.479,7453.057,7567.0
q105,2022-04-01,11350.658,11664.303,11607.094,11484.334,11127.165,11897.752,11812.318,9884.058,10364.673,13469.221,14896.909,11462.472,10340.702,,11423.467,10974.08,11305.471,10192.0
q105,2022-07-01,7863.799,8265.37,8577.839,8620.865,7809.889,8762.552,8710.516,6656.2715,7216.33,10165.33,10945.464,8204.408,8307.682,,8579.735,8852.775,8065.392,7385.0
q105,2022-10-01,9645.314,9849.792,10259.226,10128.291,9978.763,10841.397,10713.232,7694.335,8925.131,13046.17,14508.696,9870.97,9295.084,,9690.142,9680.019,9737.383,9053.0
q105,2023-01-01,7998.704,8509.592,8014.335,8242.63,7977.562,9451.296,9485.057,7105.649,7671.4507,11103.314,12052.842,8590.124,7818.912,,8622.099,8137.2646,7802.6196,7196.0
q105,2023-04-01,11984.306,12608.113,12029.249,11978.749,11480.977,13281.567,12946.74,9224.554,10315.52,17059.4,17737.613,12091.559,10181.748,,11174.026,11211.164,11555.782,10919.0
q105,2023-07-01,8496.287,8836.723,8819.195,8913.396,8709.294,9639.647,9298.447,7143.4834,7882.333,11619.626,12464.972,8748.891,8610.72,,8429.244,9327.611,8194.133,8251.0
q105,2023-10-01,10426.358,10784.502,10379.996,10438.18,10412.31,12666.997,12204.986,7617.6064,9362.654,16130.133,17938.21,10569.744,9294.626,,10286.842,9853.496,9789.185,8549.0
q106,2022-01-01,7671.907,7228.7764,7672.99,7729.2324,8221.185,7181.8135,7225.3877,5949.0312,6402.409,7870.7383,8386.499,7890.519,7024.662,,7871.2363,7848.454,7416.8545,7017.0
q106,2022-04-01,11625.58,11311.151,11528.536,11161.18,10286.242,10689.386,10823.98,7836.171,8804.567,12490.0625,13598.701,11137.724,10122.663,,10779.29,10865.176,11106.057,9268.0
q106,2022-07-01,7478.492,7062.384,7471.3765,7592.265,6762.959,6921.576,7038.581,4908.106,5395.37,8121.596,8532.078,7243.005,7059.763,,7173.69,7791.452,7161.133,5806.0
q106,2022-10-01,8648.97,8507.111,8541.049,8530.833,9363.154,8580.0,8632.334,5859.8374,7017.562,10646.798,11002.468,8727.954,8008.7437,,8292.627,7582.596,8243.422,7116.0
q106,2023-01-01,8164.1606,7883.295,7830.826,8064.2827,8590.203,7666.936,7539.705,5582.2354,6479.8916,9595.145,10095.544,8591.948,7080.48,,7784.0913,8073.901,7709.7676,6229.0
q106,2023-04-01,12034.605,11940.92,12016.416,11613.498,10814.143,11168.755,10974.427,8288.494,8616.705,14045.932,15023.326,11879.878,10070.027,,11565.75,10913.191,11302.965,10088.0
q106,2023-07-01,7736.879,7617.05,7607.7314,7763.217,7499.4326,7296.441,7233.66,5479.6216,5896.583,8792.774,9234.576,7631.3916,7073.9287,,7667.0,8113.102,7259.3506,6748.0
q106,2023-10-01,9150.373,9254.562,8536.039,8707.3125,9553.611,9178.332,9011.901,6119.149,6767.6953,11779.142,13306.305,9392.891,8006.8677,,8691.227,7729.51,8291.678,7462.0
q107,2022-01-01,3183.906,3199.629,3400.9192,3329.776,3621.504,3183.901,3179.811,2710.112,2864.5823,3585.4492,3729.3552,3206.1401,3104.089,,3330.7844,3362.762,3142.9639,3255.0
q107,2022-04-01,4176.2695,4346.995,4569.926,4651.4404,4396.54,4300.242,4250.238,3681.485,3797.2466,4854.1064,5132.31,4192.4995,3992.8818,,4275.4556,4354.2275,4290.278,5127.0
q107,2022-07-01,3199.1123,3230.6792,3433.8164,3409.6262,2817.3813,3199.6523,3171.7878,2659.5623,2784.3423,3570.138,3706.802,3206.3237,3137.4744,,3271.5183,3475.3794,3109.9214,3143.0
q107,2022-10-01,3737.7593,3780.85,4060.4495,4047.27,4200.3125,3798.3442,3803.2007,3111.5757,3259.4736,4310.063,4433.6855,3803.4482,3729.122,,3831.8794,4013.6663,3830.984,3341.0
q107,2023-01-01,3279.8735,3369.4766,3509.988,3539.0522,3797.1301,3301.3877,3330.451,2592.7305,2827.021,3831.6677,4000.854,3377.836,3223.176,,3329.286,3638.957,3325.578,2935.0
q107,2023-04-01,4430.176,4592.8745,4740.2666,4867.43,4606.4355,4412.351,4382.052,3526.8176,3666.8303,5195.19,5432.337,4408.8716,3927.9045,,4417.546,4505.454,4426.4287,4769.0
q107,2023-07-01,3371.6267,3395.8892,3570.2754,3565.4434,3162.3306,3340.6443,3340.6821,2620.8384,2775.3127,3837.2495,4094.3477,3401.5686,3178.251,,3301.6572,3696.464,3146.5828,3266.0
q107,2023-10-01,3972.777,4004.7021,4170.492,4227.954,4337.518,4085.2778,4056.9536,3117.0784,3501.769,4817.9453,5138.7793,4054.78,3735.2869,,3775.2524,4175.506,3905.5042,3079.0
q108,2022-01-01,2854.895,2600.522,2941.6814,2978.5732,2831.46,2790.0417,2828.706,1684.5272,1989.4635,3536.1885,3664.986,2637.3604,2510.6265,,2640.1777,2643.3833,2943.267,2927.0
q108,2022-04-01,2562.501,2555.8306,2797.2698,2785.516,2417.696,2479.2566,2542.0894,1768.9374,1998.4375,2930.4033,3116.2498,2555.2253,2521.1733,,2520.5115,2630.5366,2700.9512,2430.0
q108,2022-07-01,2565.178,2541.729,2807.8933,2828.1816,2419.5508,2694.8413,2644.607,1841.6554,1940.6644,3565.0342,3975.5815,2494.609,2447.611,,2526.8076,2720.1035,2822.581,2511.0
q108,2022-10-01,2698.3845,2583.405,2839.288,2800.494,2670.7234,2776.629,2780.8833,1596.3558,1915.4452,3634.8926,3886.546,2558.543,2498.3264,,2589.871,2819.1504,2726.3174,2200.0
q108,2023-01-01,3075.8325,2699.1365,3120.9734,3196.6023,2905.2705,3017.8828,3030.6719,2158.5273,2285.8545,3852.79,4301.385,2770.1255,2506.4124,,2716.7473,2834.5898,3137.5427,2799.0
q108,2023-04-01,2682.0054,2553.7979,2969.8047,2989.1138,2498.9355,2707.011,2669.19,1903.6815,2031.4128,3376.2456,3709.5378,2658.6665,2544.3918,,2672.2834,2765.69,2871.7104,1992.0
q108,2023-07-01,2784.4958,2579.8452,2990.2769,3002.7568,2541.162,2936.5874,2855.0342,1664.4564,2101.803,3917.135,4215.283,2576.3398,2451.6658,,2519.6228,2883.9495,2938.0664,2479.0
q108,2023-10-01,2856.5264,2589.137,2989.4983,2979.6475,2735.6353,2784.3171,2813.206,1519.8575,1961.216,3670.0781,3920.4377,2689.5667,2501.1785,,2692.081,2966.241,2899.0183,2482.0
q109,2022-01-01,2660.541,2766.1545,2834.3926,2834.8584,2717.6018,2769.8518,2724.809,2183.9614,2278.7764,3319.8782,3416.9011,2802.9294,2609.1892,,2849.0637,2601.6472,2675.412,2713.0
q109,2022-04-01,3318.3237,3255.2507,3444.4407,3457.6406,3152.901,3352.9648,3323.119,2555.066,2896.8264,3880.2273,4220.1807,3280.876,3072.624,,3194.8196,3182.6936,3286.2793,3576.0
q109,2022-07-01,2904.7012,2878.483,3017.5432,3033.5933,2731.7048,3019.712,3016.9043,2258.706,2439.9238,3564.5076,3765.2192,2911.6348,2978.6106,,3039.888,3053.498,2840.7312,2156.0
q109,2022-10-01,3685.4465,3466.1746,3855.7922,3765.7104,3637.074,3768.1936,3701.3792,2741.6658,3119.009,4684.6143,5075.429,3610.6152,3356.0405,,3416.231,3678.8142,3513.301,3403.0
q109,2023-01-01,2884.0247,2943.6426,2990.0784,3010.3933,2849.8132,2919.5625,2890.6858,2105.1736,2283.772,3680.4456,4186.933,2950.4043,2764.5715,,2801.1978,2636.1777,2805.37,2600.0
q109,2023-04-01,3496.6877,3524.2063,3573.9905,3603.705,3245.7168,3747.2693,3650.2544,2614.7493,2842.48,4810.9487,5589.941,3428.3845,3115.6477,,3171.9443,3210.8855,3341.865,3427.0
q109,2023-07-01,3107.621,3078.1262,3118.0298,3132.955,2820.6626,3292.8242,3198.0308,2484.8223,2633.4778,4056.5679,4301.2305,3064.9844,3187.4082,,2970.9033,3114.143,2882.5566,2755.0
q109,2023-10-01,3941.166,3802.253,3891.4868,3846.9893,3733.6304,4078.5547,3833.7876,2767.6797,2974.9438,5493.1177,5953.374,3814.6697,3356.3394,,3426.9307,3663.4521,3508.9875,4177.0
q11,2022-01-01,98464.984,130041.31,99422.79,94636.79,94762.95,108275.16,109851.5,81200.41,91453.445,124310.01,128246.734,131083.88,106128.81,,133093.69,94135.88,100965.29,122959.0
q11,2022-04-01,135415.03,129989.56,109614.414,108691.56,129706.14,133872.4,132453.53,110878.836,115500.11,152878.11,158833.52,128704.62,132592.6,,133204.2,95221.7,119783.41,148731.0
q11,2022-07-01,122968.305,140628.9,115055.28,116613.48,134751.53,129694.555,127425.93,101245.4,106213.945,152914.56,160388.42,144759.06,139746.28,,160729.03,124162.234,113775.79,124408.0
q11,2022-10-01,171965.5,175607.27,166711.9,162944.03,158409.92,177649.95,174708.34,135019.1,142789.75,220165.44,225977.56,175263.47,160342.78,,194918.94,158568.25,158492.03,177232.0
q11,2023-01-01,111365.375,159136.94,100193.625,96459.875,106706.45,118708.766,116669.945,90529.85,94292.63,140224.2,161477.53,149563.61,123290.43,,167510.89,95760.83,102695.54,118195.0
q11,2023-04-01,151520.19,147001.44,109398.96,108301.83,138288.02,159422.97,154794.16,106434.23,114772.22,198913.36,214507.86,148931.31,148280.61,,168829.92,94019.97,119487.55,152562.0
q11,2023-07-01,138173.42,167332.38,115870.016,117242.484,145537.17,138968.8,138372.0,92821.44,103531.89,175265.52,183784.89,167798.88,155820.84,,170057.66,126939.83,113583.85,127718.0
q11,2023-10-01,185305.03,200667.88,168563.27,164488.78,172071.81,178832.67,174044.16,114214.45,126508.05,240155.97,253961.47,199293.6,160385.66,,210002.03,160054.77,158045.81,189999.0
q110,2022-01-01,6203.755,6519.287,6751.1147,6872.7666,6742.278,6198.382,6247.29,4384.28,5001.029,7512.106,7704.567,6464.8364,5869.4287,,6576.235,5952.289,6410.4976,5475.0
q110,2022-04-01,7082.0703,7595.255,7414.242,7524.9604,6251.9263,7022.3706,7029.5166,5028.976,5243.898,8762.907,9460.157,7131.3813,6517.2026,,7200.2715,7614.152,7016.4673,6582.0
q110,2022-07-01,7131.9873,7314.1177,7569.6187,7484.4805,5965.26,6770.1455,6677.041,5038.38,5429.2817,8349.712,8647.251,7214.9443,6691.101,,7386.7,6854.8755,6943.843,6005.0
q110,2022-10-01,5579.871,5606.1836,5723.843,5796.846,6296.8022,4980.953,4802.467,3414.691,3820.1912,6571.865,7394.2646,5527.568,5255.9917,,5955.8564,6075.236,5176.682,4484.0
q110,2023-01-01,6836.4097,7226.0513,7138.4414,7294.373,7043.6787,6301.2017,6092.115,4194.8296,4448.403,8365.0,9090.289,6873.448,5911.4727,,6537.4253,5890.82,6680.0254,6143.0
q110,2023-04-01,7864.5977,7936.5107,7751.928,7892.784,6546.0625,7382.313,7149.495,5233.959,5537.445,9318.297,10538.446,7416.4824,6588.915,,7487.4863,7689.356,7123.6406,6596.0
q110,2023-07-01,7831.076,8009.4014,7839.3535,7724.4614,6418.378,6733.996,6515.5205,4597.6265,5059.81,9027.391,9818.636,7512.146,6696.4233,,7654.044,6811.4375,6997.6455,6093.0
q110,2023-10-01,6136.119,5991.433,5775.99,5960.64,6100.6807,5057.056,4782.048,3182.2842,3640.976,7215.231,7874.1333,5844.101,5563.9785,,5813.3467,6067.39,5160.985,5513.0
q111,2022-01-01,7506.7954,6779.176,7944.533,6950.3657,7155.155,6895.3384,7049.1387,5072.031,5727.718,7976.914,8138.9146,6844.09,6598.2383,,6872.6777,7123.089,7048.602,8064.0
q111,2022-04-01,8503.297,8148.846,9085.998,8143.411,7306.9976,7970.2935,7925.507,5378.354,6250.0312,9627.315,10122.953,7912.2417,7855.312,,8079.1304,8716.384,8312.669,9380.0
q111,2022-07-01,7685.8086,7138.8613,8148.8784,7123.019,6784.1436,7195.2637,7036.921,4699.8564,5356.035,8939.75,10139.319,7317.256,7223.0693,,7169.784,7785.8438,7438.1704,8556.0
q111,2022-10-01,6794.6743,6703.892,7366.5913,6570.362,7237.1855,6419.862,6153.623,4228.1123,4636.135,8982.951,9449.851,6653.2153,6249.2085,,6644.98,7067.7026,6347.603,8167.0
q111,2023-01-01,8069.472,7267.484,8447.553,7587.6196,7281.3125,7587.0513,7076.0215,4347.2607,4835.371,10797.353,12921.733,7176.721,6622.1997,,6991.307,6908.4204,7427.95,10120.0
q111,2023-04-01,8911.911,8348.527,9241.629,8690.57,7593.557,8560.14,8392.614,4966.7217,5733.948,11852.975,13299.146,8213.623,7853.425,,8027.0107,8676.815,8593.068,10843.0
q111,2023-07-01,8059.8037,7636.8877,8285.589,7427.9995,7142.121,7820.56,7572.1636,4902.4814,5130.44,10985.3125,11754.003,7620.3984,7233.571,,7301.2573,7688.3384,7585.493,9898.0
q111,2023-10-01,7154.279,6915.483,7316.0254,6686.2393,7128.247,6821.538,6555.271,4227.5576,4429.196,9327.042,10950.133,6972.3315,6377.256,,6763.2324,6908.719,6431.8296,9531.0
q112,2022-01-01,9051.621,9008.794,8398.898,8434.875,8643.325,7717.519,7660.461,6583.24,6685.78,8628.417,9077.205,8849.877,8296.265,,8591.968,8391.842,8221.59,8262.0
q112,2022-04-01,12162.066,12807.939,11726.615,11599.203,10524.816,10771.935,10687.529,7919.138,8752.714,13199.434,14222.209,11760.596,10235.15,,11323.7,11188.676,11180.135,11857.0
q112,2022-07-01,8806.811,9145.023,8754.838,8755.441,8302.545,7473.2773,7377.8438,5820.631,6094.7725,9185.334,9725.119,8762.587,8925.588,,8216.7705,9116.921,8205.91,8916.0
q112,2022-10-01,10361.728,10943.191,10097.675,10087.819,11004.567,8572.681,8636.049,5263.115,6410.593,10982.388,11616.351,10286.867,9527.616,,10346.342,9452.676,9476.599,12576.0
q112,2023-01-01,9989.398,10264.905,8554.473,8803.754,9057.107,7436.0547,7344.786,5452.9365,5788.853,9217.879,9934.756,9492.473,8682.505,,8979.35,8540.916,8455.317,10725.0
q112,2023-04-01,13033.391,14138.014,12111.263,12009.19,11107.64,9914.365,9607.42,6387.302,7170.919,13243.314,14197.193,12486.322,9719.9,,11956.333,11152.239,11284.428,15448.0
q112,2023-07-01,9561.002,10204.469,8897.518,8950.623,9104.735,7073.17,6974.6353,4510.9746,5254.1855,8814.154,10252.023,9448.245,9379.017,,8544.047,9426.033,8253.229,11690.0
q112,2023-10-01,11099.029,12343.244,10129.954,10307.377,11024.478,8030.3447,7795.4385,5803.348,6194.3486,10077.124,10624.392,11094.014,9529.432,,10011.089,9491.385,9453.391,14014.0
q113,2022-01-01,21353.262,23515.389,22942.727,23014.496,23893.326,20506.816,20557.203,17688.918,18284.834,22682.393,23000.834,24319.629,22348.227,,24634.537,21763.932,22005.395,21004.0
q113,2022-04-01,30554.498,30679.438,30302.648,30026.525,27672.46,27587.973,27171.027,23434.654,24559.291,31240.6,33247.773,29965.287,25319.416,,30679.508,29780.994,28994.871,28325.0
q113,2022-07-01,23557.217,24630.285,24320.734,24423.594,22012.703,21175.25,21141.615,17436.89,18162.701,23913.814,25263.863,25094.549,23339.166,,25473.014,23689.484,22913.805,20761.0
q113,2022-10-01,24914.357,25430.246,25262.344,25296.73,26920.637,22564.809,22558.328,19006.121,19673.627,25629.143,26819.996,25508.814,23587.227,,23957.314,24858.836,23795.752,22799.0
q113,2023-01-01,23468.275,25912.066,23485.65,24023.953,24730.555,20095.543,19906.578,16885.021,17459.955,22403.39,24537.873,25647.322,22501.764,,25514.037,22415.57,22773.914,21111.0
q113,2023-04-01,33188.188,32980.39,31414.44,31118.986,28841.545,27263.85,26890.629,21930.525,23222.277,32520.346,34264.29,31145.533,24414.037,,30706.82,29896.111,29370.41,27797.0
q113,2023-07-01,25840.984,27227.98,24872.86,24999.516,23719.992,20806.889,20581.242,16331.888,16904.893,24420.54,25785.016,26345.607,23169.455,,24548.16,23959.818,23047.848,20331.0
q113,2023-10-01,27091.89,27831.57,25363.275,25808.09,27122.14,22204.906,22305.963,17447.395,18823.535,25811.678,28186.137,26856.844,23564.672,,26888.676,24815.148,23643.48,22109.0
