unique_id,ds,y,is_anomaly
Q155,1993-09-30,2960.0,0
Q155,1993-12-31,5360.0,0
Q155,1994-03-31,2880.0,0
Q155,1994-06-30,2050.0,0
Q155,1994-09-30,3510.0,0
Q155,1994-12-31,5050.0,0
Q156,1993-03-31,8055.0,0
Q156,1993-06-30,7360.0,0
Q156,1993-09-30,6715.0,0
Q156,1993-12-31,3805.0,1
Q156,1994-03-31,7845.0,0
Q156,1994-06-30,8250.0,0
Q156,1994-09-30,8285.0,0
Q156,1994-12-31,7855.0,0
Q157,1992-12-31,6740.0,0
Q157,1993-03-31,8026.0,0
Q157,1993-06-30,7811.0,0
Q157,1993-09-30,7516.0,0
Q157,1993-12-31,8059.0,0
Q157,1994-03-31,7562.0,0
Q157,1994-06-30,7490.0,0
Q157,1994-09-30,8303.0,0
Q158,1993-03-31,4912.2,0
Q158,1993-06-30,4853.0,0
Q158,1993-09-30,4753.6,0
Q158,1993-12-31,1610.0,1
Q158,1994-03-31,4957.6,0
Q158,1994-06-30,4895.8,0
Q158,1994-09-30,4989.8,0
Q158,1994-12-31,5204.2,1
Q159,1993-03-31,6299.8,0
Q159,1993-06-30,4614.6,0
Q159,1993-09-30,4254.2,0
Q159,1993-12-31,4649.2,0
Q159,1994-03-31,5864.6,0
Q159,1994-06-30,4627.2,0
Q159,1994-09-30,4333.0,0
Q159,1994-12-31,5242.8,0
Q16,1992-12-31,4735.8,0
Q16,1993-03-31,4847.0,0
Q16,1993-06-30,4912.7,0
Q16,1993-09-30,4847.8,0
Q16,1993-12-31,5403.1,0
Q16,1994-03-31,5205.2,0
Q16,1994-06-30,5191.6,0
Q16,1994-09-30,5160.9,0
Q160,1993-03-31,5118.7,0
Q160,1993-06-30,6165.4,0
Q160,1993-09-30,6502.1,0
Q160,1993-12-31,6791.3,0
Q160,1994-03-31,7040.7,1
Q160,1994-06-30,8777.5,1
Q160,1994-09-30,10405.7,1
Q160,1994-12-31,11708.2,1
Q161,1993-03-31,15463.0,0
Q161,1993-06-30,15647.0,0
Q161,1993-09-30,15377.0,0
Q161,1993-12-31,129.0,1
Q161,1994-03-31,15426.0,0
Q161,1994-06-30,12651.0,0
Q161,1994-09-30,15497.0,0
Q161,1994-12-31,14455.0,0
Q162,1993-03-31,5190.0,0
Q162,1993-06-30,5620.0,0
Q162,1993-09-30,5770.0,0
Q162,1993-12-31,5680.0,0
Q162,1994-03-31,4600.0,0
Q162,1994-06-30,5730.0,0
Q162,1994-09-30,5830.0,0
Q162,1994-12-31,5760.0,0
Q163,1993-03-31,7318.0,0
Q163,1993-06-30,6239.0,0
Q163,1993-09-30,7744.6,0
Q163,1993-12-31,7010.6,0
Q163,1994-03-31,7362.0,0
Q163,1994-06-30,6506.0,0
Q163,1994-09-30,4728.0,0
Q163,1994-12-31,6952.0,0
Q164,1992-09-30,5911.0,0
Q164,1992-12-31,5169.0,0
Q164,1993-03-31,5180.0,0
Q164,1993-06-30,5559.0,0
Q164,1993-09-30,6418.0,0
Q164,1993-12-31,5256.0,0
Q164,1994-03-31,6106.0,0
Q164,1994-06-30,6124.0,0
Q165,1993-03-31,6120.0,0
Q165,1993-06-30,5872.0,0
Q165,1993-09-30,5732.0,0
Q165,1993-12-31,5776.0,0
Q165,1994-03-31,5914.0,0
Q165,1994-06-30,6220.0,0
Q165,1994-09-30,6842.0,0
Q165,1994-12-31,6230.0,0
Q166,1993-03-31,2550.0,0
Q166,1993-06-30,3230.0,0
Q166,1993-09-30,2480.0,0
Q166,1993-12-31,2600.0,0
Q166,1994-03-31,3310.0,0
Q166,1994-06-30,2770.0,0
Q166,1994-09-30,3100.0,0
Q166,1994-12-31,3600.0,0
Q167,1992-12-31,5178.0,0
Q167,1993-03-31,5398.0,0
Q167,1993-06-30,5534.0,0
Q167,1993-09-30,5326.0,0
Q167,1993-12-31,5472.0,0
Q167,1994-03-31,5800.0,0
Q167,1994-06-30,5962.0,0
Q167,1994-09-30,5680.0,0
Q168,1992-12-31,3948.0,0
Q168,1993-03-31,3650.0,0
Q168,1993-06-30,2986.0,0
Q168,1993-09-30,3404.0,0
Q168,1993-12-31,3096.0,0
Q168,1994-03-31,3786.0,0
Q168,1994-06-30,3504.0,0
Q168,1994-09-30,3828.0,0
Q169,1993-03-31,2952.0,0
Q169,1993-06-30,3528.0,0
Q169,1993-09-30,3226.6,0
Q169,1993-12-31,3454.6,0
Q169,1994-03-31,3265.8,0
Q169,1994-06-30,3935.8,0
Q169,1994-09-30,3918.2,0
Q169,1994-12-31,3784.4,0
Q17,1993-03-31,6505.64,0
Q17,1993-06-30,6550.36,0
Q17,1993-09-30,6492.56,0
Q17,1993-12-31,6592.3,0
Q17,1994-03-31,6582.72,0
Q17,1994-06-30,6680.08,0
Q17,1994-09-30,6960.9,0
Q17,1994-12-31,6867.68,0
Q170,1993-03-31,3866.1,0
Q170,1993-06-30,3794.4,0
Q170,1993-09-30,4514.9,0
Q170,1993-12-31,3843.3,0
Q170,1994-03-31,3783.0,0
Q170,1994-06-30,3915.0,0
Q170,1994-09-30,5285.4,0
Q170,1994-12-31,3684.0,0
Q171,1993-03-31,7060.0,0
Q171,1993-06-30,7260.0,0
Q171,1993-09-30,7100.0,0
Q171,1993-12-31,8060.0,0
Q171,1994-03-31,7480.0,0
Q171,1994-06-30,7220.0,0
Q171,1994-09-30,7040.0,0
Q171,1994-12-31,7080.0,0
Q172,1993-03-31,5053.0,0
Q172,1993-06-30,3297.9,0
Q172,1993-09-30,3095.3,0
Q172,1993-12-31,4742.1,0
Q172,1994-03-31,4033.7,0
Q172,1994-06-30,4043.9,0
Q172,1994-09-30,4575.7,0
Q172,1994-12-31,6071.3,0
Q173,1992-09-30,8795.0,0
Q173,1992-12-31,8510.0,0
Q173,1993-03-31,9735.0,0
Q173,1993-06-30,9665.0,0
Q173,1993-09-30,8835.0,0
Q173,1993-12-31,8490.0,0
Q173,1994-03-31,10480.0,0
Q173,1994-06-30,10245.0,0
Q174,1992-09-30,8781.9,0
Q174,1992-12-31,7338.9,0
Q174,1993-03-31,8510.45,0
Q174,1993-06-30,7799.95,1
Q174,1993-09-30,8644.35,0
Q174,1993-12-31,8099.3,0
Q174,1994-03-31,9735.4,0
Q174,1994-06-30,8153.95,1
Q175,1993-03-31,6768.0,0
Q175,1993-06-30,6978.0,0
Q175,1993-09-30,6860.0,0
Q175,1993-12-31,2692.0,0
Q175,1994-03-31,7006.0,0
Q175,1994-06-30,7670.0,0
Q175,1994-09-30,8718.0,0
Q175,1994-12-31,8936.0,0
Q176,1993-03-31,3691.08,0
Q176,1993-06-30,4308.48,0
Q176,1993-09-30,4521.78,0
Q176,1993-12-31,6472.68,0
Q176,1994-03-31,3824.7,0
Q176,1994-06-30,1630.68,1
Q176,1994-09-30,3550.32,0
Q176,1994-12-31,4603.92,1
Q177,1993-03-31,5550.0,0
Q177,1993-06-30,5900.0,0
Q177,1993-09-30,1750.0,1
Q177,1993-12-31,4400.0,0
Q177,1994-03-31,6200.0,0
Q177,1994-06-30,7600.0,0
Q177,1994-09-30,5600.0,0
Q177,1994-12-31,5200.0,1
Q178,1993-03-31,7075.4,1
Q178,1993-06-30,7382.2,0
Q178,1993-09-30,8060.1,0
Q178,1993-12-31,6709.6,0
Q178,1994-03-31,7579.2,1
Q178,1994-06-30,8017.1,0
Q178,1994-09-30,8615.6,0
Q178,1994-12-31,7973.1,0
Q179,1993-03-31,3957.0,0
Q179,1993-06-30,4747.5,0
Q179,1993-09-30,6631.9,0
Q179,1993-12-31,3551.6,0
Q179,1994-03-31,3631.5,0
Q179,1994-06-30,4801.1,0
Q179,1994-09-30,6426.5,0
Q179,1994-12-31,4016.9,0
Q18,1993-03-31,3317.6,0
Q18,1993-06-30,3860.0,0
Q18,1993-09-30,3602.8,0
Q18,1993-12-31,3804.8,0
Q18,1994-03-31,3552.6,0
Q18,1994-06-30,3998.6,0
Q18,1994-09-30,4122.2,0
Q18,1994-12-31,4232.2,0
Q180,1993-03-31,7749.0,0
Q180,1993-06-30,8176.0,0
Q180,1993-09-30,8930.0,0
Q180,1993-12-31,9567.0,0
Q180,1994-03-31,8497.0,0
Q180,1994-06-30,8900.0,0
Q180,1994-09-30,9871.0,0
Q180,1994-12-31,9310.0,0
Q181,1992-12-31,4466.0,0
Q181,1993-03-31,4530.0,0
Q181,1993-06-30,4180.0,0
Q181,1993-09-30,6008.0,0
Q181,1993-12-31,3998.0,0
Q181,1994-03-31,4900.0,0
Q181,1994-06-30,4258.0,0
Q181,1994-09-30,5568.0,0
Q182,1993-03-31,4661.0,0
Q182,1993-06-30,4746.28,0
Q182,1993-09-30,4701.32,0
Q182,1993-12-31,4637.26,0
Q182,1994-03-31,4635.68,0
Q182,1994-06-30,4632.22,0
Q182,1994-09-30,4657.0,0
Q182,1994-12-31,4699.6,0
Q183,1993-03-31,8040.0,0
Q183,1993-06-30,8240.0,0
Q183,1993-09-30,2800.0,1
Q183,1993-12-31,7820.0,0
Q183,1994-03-31,8800.0,0
Q183,1994-06-30,9380.0,0
Q183,1994-09-30,8860.0,0
Q183,1994-12-31,8700.0,1
Q184,1993-03-31,3036.1,0
Q184,1993-06-30,7755.2,0
Q184,1993-09-30,8177.4,0
Q184,1993-12-31,4435.6,0
Q184,1994-03-31,3284.6,0
Q184,1994-06-30,8678.7,0
Q184,1994-09-30,8959.5,0
Q184,1994-12-31,5106.7,0
Q185,1993-03-31,6925.8,0
Q185,1993-06-30,7245.0,0
Q185,1993-09-30,6899.0,0
Q185,1993-12-31,6862.0,0
Q185,1994-03-31,7853.4,0
Q185,1994-06-30,7404.6,0
Q185,1994-09-30,7290.2,0
Q185,1994-12-31,7206.0,0
Q186,1993-03-31,5378.0,0
Q186,1993-06-30,6090.2,0
Q186,1993-09-30,5622.2,0
Q186,1993-12-31,6498.2,0
Q186,1994-03-31,6268.4,0
Q186,1994-06-30,6805.0,0
Q186,1994-09-30,5943.0,0
Q186,1994-12-31,6572.8,0
