unique_id,ds,AutoKAN,AutoMLP,AutoGRU,AutoLSTM,AutoDLinear,AutoDeepAR,AutoDeepAR-median,AutoDeepAR-lo-90,AutoDeepAR-lo-80,AutoDeepAR-hi-80,AutoDeepAR-hi-90,AutoNHITS,AutoDeepNPTS,AutoAutoformer,AutoInformer,AutoTCN,AutoDilatedRNN,y
m1,2023-11-01,6435.728,6257.2686,6385.496,6118.044,6494.924,5528.467,5483.915,4176.4414,4578.3486,6663.707,6818.8726,6696.0625,6265.74,6540.542,6062.329,6401.2915,6184.0674,6995.05
m10,2022-12-01,31172.588,29701.11,30020.719,29073.777,30995.115,35717.27,35596.33,27959.46,29631.98,41939.09,43609.414,31044.646,24135.043,25278.348,30590.508,29110.988,25532.834,28043.0
m10,2023-01-01,35085.633,31466.32,31150.988,29356.102,34235.79,35486.32,35557.617,29645.072,30158.06,41356.176,42413.242,34329.91,28869.0,28310.941,30611.996,31163.527,28485.934,31437.0
m10,2023-02-01,39032.055,36422.996,37035.703,35471.812,38804.3,35262.875,35265.086,26397.447,29492.674,41606.36,42963.24,38327.465,33975.0,36969.707,36393.35,35568.145,35808.094,39736.0
m10,2023-03-01,40979.598,37981.727,37440.156,36041.453,35278.137,33087.605,33444.51,24178.271,27201.955,38785.348,39843.465,34373.883,34869.0,32535.225,38030.277,37984.477,33337.375,47661.0
m10,2023-04-01,43419.348,40533.63,37426.594,38080.617,35375.273,31762.475,32088.041,22023.787,24043.389,40394.99,41605.805,35168.85,40199.0,35029.33,41387.176,35345.703,35286.69,50590.0
m10,2023-05-01,33899.58,33011.87,38881.92,33390.492,33237.668,32346.875,32646.586,22162.06,24864.72,39678.137,41360.66,32352.652,29526.113,22614.938,30900.68,32425.91,31090.674,37780.0
m10,2023-06-01,32540.918,30492.932,33201.586,31314.984,34557.46,33367.76,33379.516,24507.516,25907.084,39532.08,41207.047,32543.654,28405.002,21587.033,29927.537,31346.547,30702.51,31373.0
m10,2023-07-01,28882.22,29612.744,31184.547,29378.805,32888.098,34716.676,35019.008,27276.977,29558.795,40482.805,42643.01,34145.586,25474.0,22729.55,30154.264,32231.164,31555.855,32064.0
m10,2023-08-01,33722.164,32622.541,34851.9,32847.562,37631.152,36062.203,36285.258,27557.7,29857.055,43166.332,45961.043,37531.44,29863.0,26775.957,33418.5,33881.375,32814.586,32145.0
m10,2023-09-01,43310.047,40793.19,36129.88,38202.164,42463.934,36648.426,36987.688,28186.258,30708.266,42608.0,43326.375,42923.723,40207.0,34395.914,39956.176,39488.227,38335.215,40353.0
m10,2023-10-01,38251.363,37754.082,37652.797,35881.08,38313.406,35233.258,35450.445,26625.219,30185.744,40855.266,43315.57,39265.79,35064.0,30081.477,41867.605,35646.0,34702.99,38108.0
m10,2023-11-01,42681.633,40178.492,40563.64,38039.285,43125.29,33622.652,34076.758,23622.818,26897.092,39965.66,42966.895,42355.41,40463.0,33073.01,40370.73,38952.375,38952.383,44751.0
m100,2022-12-01,7740.277,9360.04,5521.5005,5786.5137,9379.126,10635.031,10640.969,6700.787,7435.3594,13620.183,14441.402,10045.128,11454.969,9963.88,7811.25,11418.187,9590.611,11784.0
m100,2023-01-01,2979.1284,3437.3306,4853.9507,3814.2214,4636.4844,3698.5037,3584.7007,1581.0942,1888.5977,5539.6177,5929.229,3377.2761,3441.0,1999.6824,4404.452,4112.9395,2506.3713,4556.0
m100,2023-02-01,1913.0535,2480.1357,3496.014,2927.3337,2424.4927,3469.003,3498.8145,826.9201,1417.7021,5823.015,6310.4336,2848.808,2568.0,2184.9346,3662.8687,2911.7751,2451.0393,2710.0
m100,2023-03-01,3249.8103,3260.7253,4728.627,3810.8699,3906.212,3546.2068,3581.861,1593.6417,1956.2566,5108.9414,5488.5605,3814.8118,3117.0002,3073.8442,3226.2456,3994.39,3327.7373,3434.0
m100,2023-04-01,2670.515,3381.2407,3746.1963,2354.6318,4067.2207,3478.3489,3485.3088,1623.9425,2074.961,5411.581,5663.514,3722.452,3350.0,3079.1758,3537.0984,4024.8918,3959.9148,3817.0
m100,2023-05-01,2829.5723,2622.4219,2484.204,3035.2305,3587.1567,3063.75,3288.0635,810.2883,1109.2919,4691.5195,4961.933,3433.591,2801.0063,3192.6357,3441.4797,4275.8833,3651.8123,3214.0
m100,2023-06-01,6248.0117,5911.904,4878.846,6085.014,10819.717,5757.0435,5629.255,2889.456,3549.8254,8406.207,8875.677,9086.861,6328.999,8244.189,6450.3174,9787.521,7948.663,8949.0
m100,2023-07-01,12197.107,11800.327,9089.577,10923.016,11383.732,11742.572,11725.101,7960.234,8998.6045,14601.453,15213.0625,11590.118,13828.0,9967.292,7796.576,10847.297,12237.61,12482.0
m100,2023-08-01,4164.7563,4583.373,4680.1426,4342.953,4803.085,3537.7878,3457.8794,1224.2509,1365.7397,5436.762,6134.5737,3722.3892,4275.0,4984.971,4174.784,3833.4817,3564.4858,7061.0
m100,2023-09-01,3250.9705,2889.2915,2346.3486,2766.1587,3930.3318,3493.3503,3368.1555,1156.6456,1705.1223,5235.257,6094.486,2571.4817,2727.0,4696.6006,3593.6711,2771.2227,2356.2803,3418.0
m100,2023-10-01,3184.1711,2808.5703,2436.8882,2403.489,3382.4575,2811.218,2888.138,31.76555,789.67084,4989.2173,5209.001,2226.9858,2627.0,4073.3174,3328.1287,2616.031,2187.274,2524.0
m100,2023-11-01,4401.417,3901.7627,2644.6526,1971.308,2889.8267,3138.8354,3081.4712,662.9042,1040.1539,5041.456,5593.5703,2823.6387,2623.0,2423.9282,3969.0325,2870.5825,2375.7188,2808.0
m101,2022-12-01,4198.176,4255.429,4478.709,4981.118,4245.715,4200.8335,4190.393,3156.8972,3503.981,4936.6597,5106.9287,4669.775,4437.9937,4081.0215,4213.2417,4653.4033,5123.728,4851.0
m101,2023-01-01,2666.8374,2824.1113,4135.7617,3598.9993,3300.246,3275.994,3331.921,2294.2268,2521.438,3954.4124,4064.7327,3041.3855,2623.0,2877.5652,2832.608,3319.4602,3490.542,3366.0
m101,2023-02-01,2798.3887,2802.9075,3555.3625,3041.9253,2737.9722,2853.0425,2923.1758,1954.5979,2145.5535,3488.6094,3640.0525,2990.1226,2580.0,2834.1838,2780.0662,3045.3147,3257.1545,3254.0
m101,2023-03-01,3494.4062,3362.8655,3980.3809,3747.464,3282.0295,2784.4663,2784.455,1935.4446,2177.3894,3427.1167,3549.5657,3513.5903,3288.0002,3356.6492,3364.3877,3599.3481,4093.7449,3641.0
m101,2023-04-01,3188.2705,3142.361,3832.7134,3046.9797,3329.1257,3195.6956,3190.8887,2326.8757,2439.6113,3961.6143,4097.3066,3422.4556,2908.0,3381.2463,3021.3567,3654.671,4002.3618,3492.0
m101,2023-05-01,2942.1863,2897.8552,3473.2898,3186.3557,3288.5403,3451.9023,3402.7908,2402.612,2637.6099,4272.2656,4851.241,3402.3896,2696.003,3482.5684,2991.9673,3477.594,3726.6184,3269.0
m101,2023-06-01,3991.299,3878.1775,4898.81,5037.157,4436.081,3958.2974,3946.3545,2787.855,3210.2769,4642.4097,4925.0156,4345.5225,3924.9998,4307.9746,4031.85,4468.1533,4823.8027,4757.0
m101,2023-07-01,5318.9565,5251.7856,6480.096,5958.8125,5333.43,4722.526,4756.5576,3783.3638,3938.4563,5467.434,5654.6543,5719.388,5346.0,4865.985,5105.768,5750.7344,6022.3794,7059.0
m101,2023-08-01,5377.128,5243.7793,5525.5845,4821.562,4618.3247,4414.7817,4370.995,3313.4424,3561.271,5385.4424,5552.642,4702.168,5309.0,4233.975,5543.5967,4801.2466,5053.6,7205.0
m101,2023-09-01,3355.9172,3374.4375,4119.9873,3650.7153,3512.2686,3466.7961,3425.0947,2526.5142,2658.4663,4328.199,4530.5073,3342.9316,2894.0,3093.2676,3754.8176,3504.691,3601.099,4476.0
m101,2023-10-01,4062.3796,3736.0347,3676.106,3140.5251,3823.4126,3732.3174,3779.8135,2445.6277,2823.3958,4729.652,4969.9653,3593.7383,3889.0,3500.997,3635.8276,3623.6575,3686.9414,4941.0
m101,2023-11-01,3856.3516,3764.99,3717.9265,2935.864,3449.075,3720.9,3737.145,2377.9016,2908.1138,4673.449,5047.6675,3681.5974,3447.0,3790.9175,3651.7495,3467.9583,3456.2063,4150.0
m102,2022-12-01,11495.375,12014.56,11517.656,12729.787,11808.042,12297.728,11910.689,8705.834,9609.856,16148.161,16607.242,12243.658,12652.969,10564.587,9869.172,12078.871,13190.0625,11561.0
m102,2023-01-01,3474.929,4187.084,3338.1006,3877.955,4324.6514,4131.238,4029.3572,1880.6902,2132.5564,6239.8066,6672.691,3768.5027,3201.0,1812.4336,4142.3076,3684.8481,3082.7358,3552.0
m102,2023-02-01,3061.0225,3777.003,3143.473,3855.7056,2309.1387,4050.835,3961.2324,2178.3362,2382.4734,5683.157,6425.997,3755.0107,2951.0,2356.874,3625.8376,3277.002,3080.0645,2836.0
m102,2023-03-01,4223.6865,3852.8806,3416.3875,3767.0498,4301.522,4598.204,4535.844,2669.0964,3120.6233,6278.378,6621.4907,4112.34,3471.0002,3589.9707,4021.223,4014.7021,3678.7434,2939.0
m102,2023-04-01,3444.9058,3950.7004,2918.89,2949.3115,3662.103,4516.8247,4551.157,2132.731,2507.486,6298.584,6607.3193,3996.185,3058.0,3227.8247,4086.1047,3914.1372,3615.819,3317.0
m102,2023-05-01,3422.4768,3637.7095,3480.6362,3905.4316,3782.1604,4762.9575,4802.2344,2896.0776,3143.8694,6224.1943,6673.102,4109.4893,3413.9968,4598.952,3655.4807,4291.373,3887.7388,2978.0
m102,2023-06-01,5331.659,5543.234,6154.491,6082.639,6901.5874,6544.077,6421.835,3413.703,4114.8857,9113.697,10396.006,6337.353,5580.0,7042.6006,5808.91,6118.0093,6066.955,5930.0
m102,2023-07-01,7767.8955,7361.9136,6037.752,7360.309,7814.323,5888.9717,5558.9873,3367.6562,3823.459,7697.49,8780.278,6915.1484,8215.0,5276.711,8728.768,6666.197,8168.145,7455.0
m102,2023-08-01,4375.979,4298.3433,2777.0408,3425.3115,4557.573,4948.5767,4854.141,2710.237,3316.7168,6771.3564,7815.8843,3562.5654,3771.0,2797.3518,4070.417,4041.8203,3424.4346,4202.0
m102,2023-09-01,5214.0312,4092.9893,2847.4563,3783.3896,4572.904,4757.472,4662.091,2178.642,2659.3083,6720.617,7477.6265,4387.2383,4408.0,4102.495,4197.3467,3810.8618,3734.3179,3501.0
m102,2023-10-01,5084.7847,5098.545,3588.5833,4546.4375,4803.618,4864.0625,4936.572,2220.235,2617.5288,6762.011,7664.6895,5058.3022,4357.0005,4285.2354,5029.9565,4316.293,4037.874,3986.0
m102,2023-11-01,9141.457,8210.566,7372.868,7482.019,9744.918,9399.433,9509.181,4682.97,6655.8047,12443.48,12987.991,9150.539,8738.0,9567.995,7944.3716,8575.52,8998.531,9912.0
m103,2022-12-01,735.7695,778.63995,1369.2246,978.6104,1145.1449,1211.2037,1178.7267,786.385,880.88983,1579.1533,1674.3312,1061.4121,882.99994,1199.5894,731.8138,1073.613,1028.6465,1318.0
m103,2023-01-01,634.8787,689.17163,974.8181,715.3721,816.057,816.142,833.7872,488.51685,564.9934,1087.7865,1111.8661,718.2263,666.0,807.53076,746.6829,913.2401,659.6606,556.0
m103,2023-02-01,783.9425,790.5968,874.822,872.82324,813.91425,754.0702,739.16064,328.58694,455.5371,1039.6228,1106.5029,797.6653,899.0,889.6994,731.88293,812.187,767.70044,631.0
m103,2023-03-01,702.43933,668.9158,683.7922,664.08673,893.5965,766.762,781.1553,419.7825,471.2148,1015.0417,1103.4783,751.18585,642.00006,857.6846,645.66003,776.96545,710.0725,637.0
m103,2023-04-01,604.98486,638.318,562.2673,631.7291,781.8799,715.4903,736.6126,294.25595,399.98788,1010.3373,1089.6141,696.11804,585.0,787.5681,642.62946,838.32837,706.4437,866.0
m103,2023-05-01,756.0309,737.34204,672.9563,743.566,1037.4779,907.6882,915.03955,446.24313,569.603,1202.5728,1267.8844,873.2263,650.9997,916.3042,712.5996,958.7843,817.12866,836.0
m103,2023-06-01,1980.7827,1996.3192,1844.8582,2041.7323,2192.0234,2016.262,2080.9639,1291.2728,1461.8328,2444.085,2676.7197,2160.0757,2088.9995,1980.4011,1447.0095,2245.6316,2350.5483,1980.0
m103,2023-07-01,1558.8483,1569.0398,1076.9857,1391.3605,1616.7556,1569.6703,1560.0359,940.9501,1052.005,2151.7104,2207.418,1515.76,1636.0,1457.3153,1328.031,1457.2435,1343.144,1729.0
m103,2023-08-01,1141.3032,1186.92,759.5479,768.7483,962.7319,712.33856,728.4204,279.5798,392.6825,962.1312,1100.6743,866.03723,1186.0,1117.0221,965.97925,874.3148,829.374,1164.0
m103,2023-09-01,773.4681,725.1979,594.17163,602.65784,738.36334,691.7674,659.3214,362.54205,395.28412,989.9795,1167.676,705.1874,613.0,968.0172,758.3497,694.0717,626.6229,824.0
m103,2023-10-01,733.69556,657.8176,509.446,552.7167,661.13025,591.29236,581.89856,162.61021,267.13275,952.8871,1062.4636,600.7654,688.0,891.1512,753.46783,628.96265,539.9359,735.0
m103,2023-11-01,599.00085,581.0162,513.0841,497.6068,574.9738,654.5585,666.0109,214.78078,320.47043,1020.5501,1111.7201,579.2145,509.0,709.90656,664.2199,581.30505,538.31635,589.0
m104,2022-12-01,3450.9912,3379.0654,3410.082,3090.1672,3326.6077,3385.4023,3391.7761,2050.657,2379.5234,4461.092,4704.453,3190.4775,3753.9966,4137.1973,3380.2012,3190.0583,3562.3145,3566.0
m104,2023-01-01,2661.318,2630.896,2461.619,2533.1191,3018.9658,2995.9253,3007.8477,1844.4059,2054.7693,3963.0398,4185.627,2618.1775,2739.0,3823.1995,2847.2,2819.5977,2592.7231,2621.0
m104,2023-02-01,2762.822,2605.2327,2384.8037,2572.6438,2662.1743,2753.4006,2679.5637,1228.2288,1740.7021,3988.1653,4155.53,2742.645,2756.0,4023.903,2671.1362,2978.475,2494.1147,2637.0
m104,2023-03-01,3084.975,2971.2385,2591.5647,2958.2617,3984.6223,3014.3506,3017.6504,1858.7816,1986.8214,4117.3667,4332.519,3244.7964,3044.0002,4341.1763,2748.8806,3284.5396,2903.4268,2847.0
m104,2023-04-01,2621.2087,2546.737,2544.0266,2868.5103,4182.2573,3183.3616,3217.0933,2121.555,2264.5186,4021.1519,4642.707,3198.407,2528.0,3852.1367,2602.827,3624.3342,3177.9473,3423.0
m104,2023-05-01,3300.5862,3150.3442,3238.7886,4004.48,5231.9277,3767.3667,3711.6462,1813.9883,2322.576,5037.363,5352.528,4513.5884,3312.992,4540.9595,3089.1372,4916.2705,4385.164,4042.0
m104,2023-06-01,3604.0688,3448.2031,3303.7507,4151.707,4865.1396,5744.386,5642.649,2322.3076,2716.5251,8312.888,9990.445,4495.9194,3584.9995,4668.9106,3795.6084,4735.532,4660.8984,4023.0
m104,2023-07-01,4042.763,4033.7925,2979.349,3947.2676,4124.027,3964.3787,3886.8083,2079.372,2366.075,5637.992,5952.532,3934.4065,4104.0,4351.8086,3991.7942,4068.9727,4076.7102,3660.0
m104,2023-08-01,4087.414,4134.9087,3165.364,3533.5034,3885.511,3638.9307,3608.9324,2369.845,2580.1816,4681.8086,5201.7456,3589.331,4117.0,4694.0283,4085.3174,4038.7493,3796.6228,3676.0
m104,2023-09-01,2899.9446,2777.498,2474.3135,2779.1348,2436.0186,3326.489,3212.3403,1932.327,2161.5745,4336.1455,4989.862,3031.1904,2650.0,4083.8633,2922.477,2971.663,2976.2664,2644.0
m104,2023-10-01,2608.4475,2495.7869,1798.4143,2288.7861,1595.4224,2869.8062,2807.7563,1395.7096,1960.6412,4061.5635,4353.726,2473.9219,2386.0,3535.239,2570.4348,2441.376,2315.1182,1816.0
m104,2023-11-01,2527.567,2555.1213,2055.7615,2250.5896,2042.6858,2842.0613,2721.9333,1716.117,1910.7546,3974.7507,4249.094,2624.8154,2169.0,4700.977,2608.5144,2587.895,2317.2554,2138.0
m105,2022-12-01,1805.2106,1955.011,2267.6277,1855.9918,2137.6274,2623.2268,2636.226,1706.662,1884.1729,3334.5483,3410.9946,2187.751,2364.996,2630.3208,2557.3691,2237.6118,2307.7393,2494.0
m105,2023-01-01,1018.4119,1055.4106,910.6918,998.91705,1382.8838,1166.4922,1138.3242,529.62897,622.7736,1705.5903,1818.251,1118.0388,1077.0,1313.1184,1232.7063,1131.6958,822.71045,1425.0
m105,2023-02-01,1168.435,1171.0103,973.3129,1091.0784,1194.7726,1280.5986,1259.7832,768.873,848.5749,1726.1932,1903.7418,1181.4105,1374.0,1471.3074,1302.3976,1160.0476,985.59045,1595.0
m105,2023-03-01,1148.4159,1127.9744,1195.4141,1219.6311,1556.6149,1213.0951,1191.0808,762.12085,885.58,1560.6633,1656.8959,1288.638,1118.0001,1354.3859,1087.3596,1337.0785,1195.4211,1394.0
m105,2023-04-01,857.2215,920.3358,898.426,805.8086,1270.9204,947.29663,920.5159,521.62244,601.8382,1277.8412,1479.1708,1141.539,884.0,1190.3176,830.8434,1146.5464,992.6233,926.0
m105,2023-05-01,986.4467,917.30786,811.7622,921.23694,1324.0916,776.9452,762.77466,344.37894,401.86722,1157.0717,1232.2106,1241.2063,986.99927,1487.1545,997.1941,1285.0825,1064.7651,816.0
m105,2023-06-01,1489.3461,1447.6064,1285.6213,1872.7499,1966.0728,1566.1208,1595.8992,952.46356,1091.3364,2103.0977,2244.8433,1702.62,1584.9998,2258.967,1403.2417,1708.1396,1782.7434,1689.0
m105,2023-07-01,2102.8818,2086.8796,2139.7085,2037.6072,2207.813,2311.5742,2290.8562,1559.909,1723.2899,2957.5479,3101.9102,2073.9968,2345.0,2170.8066,2177.6538,2006.636,2216.4941,2588.0
m105,2023-08-01,1197.7809,1262.4426,1127.1542,1096.1709,1393.4084,984.76843,954.439,597.7749,655.4337,1367.5691,1402.2137,1222.527,1230.0,1421.8801,1352.9612,1180.2676,1252.4797,1314.0
m105,2023-09-01,1028.0104,933.2241,675.40186,838.25824,914.36334,819.05066,828.9831,392.10532,522.0333,1196.8793,1321.9138,1010.03424,921.0,1352.5719,1024.8484,896.1145,800.7566,771.0
m105,2023-10-01,888.3841,809.425,688.549,725.9061,674.52045,798.1415,778.0682,304.86426,423.70605,1181.5262,1460.9503,784.5499,656.0,1114.7014,962.72534,769.27686,609.77814,648.0
m105,2023-11-01,995.9475,1034.5499,678.63586,668.478,757.7548,1014.78485,985.9889,517.928,642.24335,1489.29,1635.8116,936.4335,711.0,1667.1094,1097.021,881.62854,701.4557,1001.0
m106,2022-12-01,5605.772,5667.9873,6750.9536,5520.353,5983.455,6472.891,6521.711,3258.781,4266.2783,8994.73,9424.615,5513.0425,6353.995,6486.28,6548.0527,5987.7104,6114.569,6686.0
m106,2023-01-01,3453.114,3572.494,3147.984,3277.7349,4029.1465,4442.5693,4520.4043,2044.2073,2508.6907,6136.9688,6441.644,3340.756,3573.0,4138.0166,3970.1506,3481.4727,2880.5164,4354.0
m106,2023-02-01,4935.732,4653.4927,3736.876,4132.144,5040.2183,4385.241,4334.3223,2510.3442,2873.6528,5862.2017,6534.5156,4595.884,5229.0,5576.776,4920.6064,4370.8096,4134.9355,5670.0
m106,2023-03-01,5049.2163,4889.3755,4451.422,4495.993,5645.93,4576.916,4621.8574,2417.903,2995.699,6151.643,6529.838,4560.5693,4882.0005,5433.012,4918.9097,4841.253,4358.634,5245.0
m106,2023-04-01,4260.664,4192.3076,3502.8574,3883.3552,5404.4106,3863.2244,3819.6973,2078.4978,2421.7422,5417.797,5723.22,4306.127,4250.0,4226.8374,4473.244,4785.869,4335.2236,4416.0
m106,2023-05-01,3964.8237,3917.8728,3768.6985,4488.913,6015.7476,3934.9314,3952.955,2051.0276,2393.6086,5685.005,6132.9526,5359.181,4027.0034,5621.082,4391.7417,5447.4937,4935.5967,5085.0
m106,2023-06-01,5935.1685,6038.578,5922.9355,7356.086,7932.577,7460.4746,7352.713,3389.8215,4425.6763,9713.926,10622.38,6924.835,6298.999,7483.5713,6045.899,7254.9043,7703.1997,6891.0
m106,2023-07-01,6083.464,6037.988,5297.79,5874.4624,6743.848,5571.33,5272.738,3454.4644,3840.1372,7838.8564,8562.838,6200.703,6366.0,5627.372,5809.5576,6279.7246,6736.7354,6200.0
m106,2023-08-01,3954.5698,3946.3198,3318.188,3736.8293,4224.605,3837.5974,3949.8586,2035.727,2255.46,5045.451,5427.2554,3835.9412,3750.0,4826.8374,4392.517,4088.5085,3625.6343,6683.0
m106,2023-09-01,3338.09,3169.4197,2400.5166,3073.3877,3031.3623,3211.2234,3191.7534,1335.0469,1773.0278,4613.0566,5280.636,3311.7244,3058.0,4526.302,3191.5447,3157.8618,3007.7769,3548.0
m106,2023-10-01,3004.339,2932.926,2182.4404,2608.79,2027.3013,3191.9731,3267.4014,1038.592,2039.8612,4338.1113,4629.6333,2727.5508,2364.0,3717.686,3138.4497,2727.4204,2532.8096,2708.0
m106,2023-11-01,3913.898,3990.3494,2730.7173,2898.5781,3500.9504,4043.447,3878.3594,2423.5737,2670.1199,5604.8735,6533.5913,3480.782,3371.0,5155.8154,4030.9883,3514.4185,3245.0024,3847.0
m107,2022-12-01,6343.2427,6465.17,6791.8945,6356.3154,7017.5293,7528.144,7552.882,5863.798,6213.9976,8699.528,9552.159,7101.503,6739.994,7255.2383,6307.1084,7187.129,7171.8,7962.0
m107,2023-01-01,5194.5845,5335.5063,5518.1875,5686.4443,5553.234,5699.509,5662.0547,4447.8467,4872.635,6776.453,6911.952,5284.8237,5205.0,5180.057,5002.9067,5704.8965,5342.509,5137.0
m107,2023-02-01,5041.7363,4940.1924,5425.4316,5195.9067,4987.037,5165.4175,5126.967,4038.7048,4196.8745,6265.159,6539.917,5152.521,4901.0,5078.149,4783.1533,5380.004,5314.376,5254.0
m107,2023-03-01,5032.419,4875.841,5405.326,5675.628,5319.968,5178.4307,5086.5615,3841.7415,4110.5747,6427.795,6619.0845,5308.775,4540.0005,5153.366,4853.6235,5609.3896,5512.505,5755.0
m107,2023-04-01,5421.337,5192.4253,4745.673,5309.2734,5599.538,5022.191,4977.7656,4055.815,4229.442,5818.3296,5962.4204,5347.351,5241.0,5451.8833,4969.3667,5842.835,5554.372,5296.0
m107,2023-05-01,4813.0728,4939.279,5095.8804,5616.593,5904.149,4744.08,4762.6807,3358.5356,3645.9148,5930.4375,6256.6074,5814.785,4528.0083,5731.7373,5070.625,5985.1143,5903.3086,5616.0
m107,2023-06-01,6712.684,6396.3936,6690.3716,8055.2334,7642.8438,6113.1147,6032.9673,4454.7056,4954.5884,7385.4893,7948.753,7400.6655,6729.9995,7593.6426,6446.226,7886.6753,8455.012,7916.0
m107,2023-07-01,7158.6055,7104.3833,6469.417,7252.412,7094.285,7179.646,7181.355,5079.1753,5802.2085,8448.986,9638.973,7048.111,7094.0,6942.342,6755.097,7205.784,7311.785,7325.0
m107,2023-08-01,7251.7734,7013.166,5989.2305,6194.599,6110.309,5435.561,5431.843,3693.2441,4023.0718,6799.129,7153.759,5838.4736,7162.0,6776.5356,7176.8506,6206.037,6056.3486,7465.0
m107,2023-09-01,5273.4585,5096.457,4808.7236,5199.5996,5034.188,4848.506,4770.947,3599.8718,3883.7578,5917.0444,6150.349,4917.2437,4881.0,5748.7373,5090.023,5085.9077,5257.0493,5943.0
m107,2023-10-01,4601.437,4750.146,4200.518,4125.2124,4385.5586,4498.401,4495.6113,3355.9658,3812.0972,5342.122,5541.7876,4471.775,3999.0002,5155.016,4696.244,4560.3916,4521.9297,5517.0
m107,2023-11-01,5810.7495,5466.1616,4612.821,4570.0654,4822.272,4778.792,4663.835,3475.6895,3825.1223,5970.434,6181.106,4951.8213,5270.0,5850.5034,5395.3438,4934.045,4887.966,5346.0
m108,2022-12-01,83876.945,86279.22,98318.305,93041.42,89368.92,97597.22,96750.0,83192.94,85621.15,111722.06,114417.22,91837.984,94822.836,96009.375,78054.35,98979.875,104625.664,96840.0
m108,2023-01-01,48847.234,51696.465,51085.75,53727.42,55772.375,50932.0,51083.1,35666.543,38986.68,63303.97,66117.695,50794.246,49900.0,49565.03,53705.688,52994.21,48882.39,51941.0
m108,2023-02-01,48233.71,48756.996,52819.688,52639.055,47296.055,48696.52,48734.21,37218.234,38141.01,58452.664,60796.27,50876.508,48736.0,51407.742,52611.79,51412.21,49755.844,52044.0
m108,2023-03-01,56889.977,52532.035,59447.05,59429.06,60957.734,52265.516,52503.64,40706.84,42897.79,62220.684,64066.754,56527.457,52718.004,58976.84,55072.61,60019.953,57723.984,55007.0
m108,2023-04-01,48794.977,50753.695,47989.3,46692.18,55611.38,49973.36,48883.562,38415.1,40647.395,59842.652,61630.57,53554.734,47463.0,53930.297,50792.484,58371.58,57390.02,51657.0
m108,2023-05-01,49935.62,46738.184,46675.547,52241.363,56717.93,45541.77,45311.438,31251.824,37408.35,53997.31,56858.02,55514.434,46976.016,56777.527,52164.83,56486.926,57849.387,52143.0
