unique_id,ds,RWD,SeasonalNaive,AutoETS,AutoARIMA,AutoTheta,SESOpt,CrostonOptimized,WindowAverage,y
m10,2023-10-01,41942.695,35064.0,32374.326,32838.895,35823.41,36567.96,35615.41,30321.75,38108.0
m10,2023-11-01,42077.215,40463.0,37747.855,37393.92,41651.117,36567.96,35615.41,30321.75,44751.0
m100,2022-12-01,2631.2617,11455.0,9273.996,11571.084,5337.7637,4639.6147,4634.953,5120.2915,11784.0
m100,2023-01-01,2639.5237,3441.0,3630.8125,3418.238,3759.3076,4639.6147,4634.953,5120.2915,4556.0
m100,2023-02-01,2647.7854,2568.0,3048.7886,2596.4922,3885.3223,4639.6147,4634.953,5120.2915,2710.0
m100,2023-03-01,2656.0474,3117.0,4007.8804,3604.3452,4512.0845,4639.6147,4634.953,5120.2915,3434.0
m100,2023-04-01,2664.309,3350.0,3869.97,3632.579,4429.3833,4639.6147,4634.953,5120.2915,3817.0
m100,2023-05-01,2672.571,2801.0,3949.2234,3281.7505,4214.893,4639.6147,4634.953,5120.2915,3214.0
m100,2023-06-01,2680.8328,6329.0,8431.24,10376.37,5916.3364,4639.6147,4634.953,5120.2915,8949.0
m100,2023-07-01,2689.0947,13828.0,9223.478,12011.699,6172.502,4639.6147,4634.953,5120.2915,12482.0
m100,2023-08-01,2697.3564,4275.0,3540.0952,3899.817,4747.4976,4639.6147,4634.953,5120.2915,7061.0
m100,2023-09-01,2705.6184,2727.0,2946.6284,2561.588,3937.332,4639.6147,4634.953,5120.2915,3418.0
m100,2023-10-01,2713.8801,2627.0,2868.7173,2252.7144,4440.975,4639.6147,4634.953,5120.2915,2524.0
m100,2023-11-01,2722.1418,2623.0,2809.7239,2381.351,3511.2537,4639.6147,4634.953,5120.2915,2808.0
m101,2022-12-01,3456.836,4438.0,4359.444,4758.5845,4352.5293,3667.4785,3667.4785,3326.4167,4851.0
m101,2023-01-01,3466.6719,2623.0,3274.4673,3387.1206,3357.9927,3667.4785,3667.4785,3326.4167,3366.0
m101,2023-02-01,3476.5078,2580.0,3574.8652,3424.4338,3548.9165,3667.4785,3667.4785,3326.4167,3254.0
m101,2023-03-01,3486.3438,3288.0,3705.4075,3892.6633,3692.5605,3667.4785,3667.4785,3326.4167,3641.0
m101,2023-04-01,3496.1797,2908.0,3458.3303,3589.548,3493.5588,3667.4785,3667.4785,3326.4167,3492.0
m101,2023-05-01,3506.0159,2696.0,3121.468,3545.8372,3182.4941,3667.4785,3667.4785,3326.4167,3269.0
m101,2023-06-01,3515.8518,3925.0,4505.079,4554.2637,4639.884,3667.4785,3667.4785,3326.4167,4757.0
m101,2023-07-01,3525.6877,5346.0,5290.3594,5557.723,5459.6196,3667.4785,3667.4785,3326.4167,7059.0
m101,2023-08-01,3535.5237,5309.0,4206.4214,4931.227,4329.6475,3667.4785,3667.4785,3326.4167,7205.0
m101,2023-09-01,3545.3596,2894.0,3742.743,3613.041,3912.505,3667.4785,3667.4785,3326.4167,4476.0
m101,2023-10-01,3555.1956,3889.0,3824.8677,4122.0,3992.2075,3667.4785,3667.4785,3326.4167,4941.0
m101,2023-11-01,3565.0315,3447.0,3065.5225,3581.5127,3231.2883,3667.4785,3667.4785,3326.4167,4150.0
m102,2022-12-01,8761.334,12653.0,12464.307,12441.305,9403.255,5579.5,5579.5,5612.6665,11561.0
m102,2023-01-01,8784.669,3201.0,4204.924,3059.4846,5220.178,5579.5,5579.5,5612.6665,3552.0
m102,2023-02-01,8808.003,2951.0,4126.7373,3043.1602,4474.0996,5579.5,5579.5,5612.6665,2836.0
m102,2023-03-01,8831.338,3471.0,4484.552,3836.2014,4863.7744,5579.5,5579.5,5612.6665,2939.0
m102,2023-04-01,8854.672,3058.0,3859.1194,3493.5415,4650.1245,5579.5,5579.5,5612.6665,3317.0
m102,2023-05-01,8878.006,3414.0,4345.376,4142.964,4547.6025,5579.5,5579.5,5612.6665,2978.0
m102,2023-06-01,8901.341,5580.0,6590.499,6152.184,6454.5273,5579.5,5579.5,5612.6665,5930.0
m102,2023-07-01,8924.675,8215.0,8115.6167,7612.554,7233.234,5579.5,5579.5,5612.6665,7455.0
m102,2023-08-01,8948.01,3771.0,3858.9556,3486.109,5147.818,5579.5,5579.5,5612.6665,4202.0
m102,2023-09-01,8971.344,4408.0,4254.394,3958.3042,4521.947,5579.5,5579.5,5612.6665,3501.0
m102,2023-10-01,8994.678,4357.0,4183.2666,3963.1394,4151.366,5579.5,5579.5,5612.6665,3986.0
m102,2023-11-01,9018.013,8738.0,9338.064,8904.6455,7899.813,5579.5,5579.5,5612.6665,9912.0
m103,2022-12-01,509.59937,883.0,1144.3263,1169.8712,1121.4,907.22815,907.22815,964.6667,1318.0
m103,2023-01-01,510.19873,666.0,818.8524,932.6176,842.99945,907.22815,907.22815,964.6667,556.0
m103,2023-02-01,510.7981,899.0,1020.0749,840.02124,952.5076,907.22815,907.22815,964.6667,631.0
m103,2023-03-01,511.3975,642.0,858.81506,749.7557,859.3401,907.22815,907.22815,964.6667,637.0
m103,2023-04-01,511.99686,585.0,809.459,746.52783,839.6348,907.22815,907.22815,964.6667,866.0
m103,2023-05-01,512.5962,651.0,877.38727,921.86237,865.8281,907.22815,907.22815,964.6667,836.0
m103,2023-06-01,513.19556,2089.0,1695.4918,2303.2727,1760.063,907.22815,907.22815,964.6667,1980.0
m103,2023-07-01,513.795,1636.0,1142.0803,1401.3535,1151.2356,907.22815,907.22815,964.6667,1729.0
m103,2023-08-01,514.39435,1186.0,895.57416,830.10223,890.84143,907.22815,907.22815,964.6667,1164.0
m103,2023-09-01,514.9937,613.0,743.08124,555.8961,760.45557,907.22815,907.22815,964.6667,824.0
m103,2023-10-01,515.5931,688.0,603.47675,622.62476,623.90717,907.22815,907.22815,964.6667,735.0
m103,2023-11-01,516.19244,509.0,622.051,459.71597,662.89703,907.22815,907.22815,964.6667,589.0
m104,2022-12-01,2171.366,3754.0,3444.3936,2914.3416,3420.323,2307.528,2792.9578,3693.75,3566.0
m104,2023-01-01,2173.732,2739.0,2990.8013,2483.6104,3056.1082,2307.528,2792.9578,3693.75,2621.0
m104,2023-02-01,2176.098,2756.0,3062.7664,2503.346,3047.2903,2307.528,2792.9578,3693.75,2637.0
m104,2023-03-01,2178.4636,3044.0,3299.684,2610.4849,3251.9668,2307.528,2792.9578,3693.75,2847.0
m104,2023-04-01,2180.8296,2528.0,3293.12,2411.7593,3394.8523,2307.528,2792.9578,3693.75,3423.0
m104,2023-05-01,2183.1956,3313.0,3750.5005,2716.0605,3827.051,2307.528,2792.9578,3693.75,4042.0
m104,2023-06-01,2185.5615,3585.0,4399.703,2821.9329,4610.704,2307.528,2792.9578,3693.75,4023.0
m104,2023-07-01,2187.9275,4104.0,3949.3042,3023.4465,4053.9556,2307.528,2792.9578,3693.75,3660.0
m104,2023-08-01,2190.2935,4117.0,3531.0771,3028.5247,3636.7136,2307.528,2792.9578,3693.75,3676.0
m104,2023-09-01,2192.6594,2650.0,2764.9453,2458.6938,2860.8577,2307.528,2792.9578,3693.75,2644.0
m104,2023-10-01,2195.0251,2386.0,2142.0696,2356.1533,2204.3376,2307.528,2792.9578,3693.75,1816.0
m104,2023-11-01,2197.391,2169.0,2321.2976,2271.8635,2358.0977,2307.528,2792.9578,3693.75,2138.0
m105,2022-12-01,711.78546,2365.0,2073.1116,2379.101,1378.9498,1123.4662,1123.4613,1369.2916,2494.0
m105,2023-01-01,712.571,1077.0,1156.9819,1150.938,1054.3612,1123.4662,1123.4613,1369.2916,1425.0
m105,2023-02-01,713.35645,1374.0,1405.3625,1399.2511,1092.9574,1123.4662,1123.4613,1369.2916,1595.0
m105,2023-03-01,714.14197,1118.0,1427.5555,1481.8936,1177.1036,1123.4662,1123.4613,1369.2916,1394.0
m105,2023-04-01,714.9274,884.0,1045.9963,1114.5316,1117.718,1123.4662,1123.4613,1369.2916,926.0
m105,2023-05-01,715.71295,987.0,1139.7281,1280.1448,1212.9246,1123.4662,1123.4613,1369.2916,816.0
m105,2023-06-01,716.4984,1585.0,1574.23,1721.3319,1579.5642,1123.4662,1123.4613,1369.2916,1689.0
m105,2023-07-01,717.28394,2345.0,1929.8096,2103.32,2018.096,1123.4662,1123.4613,1369.2916,2588.0
m105,2023-08-01,718.0694,1230.0,1233.3326,1083.9763,1450.8119,1123.4662,1123.4613,1369.2916,1314.0
m105,2023-09-01,718.8549,921.0,823.1584,772.2518,912.9156,1123.4662,1123.4613,1369.2916,771.0
m105,2023-10-01,719.6404,656.0,654.2944,602.6534,650.0038,1123.4662,1123.4613,1369.2916,648.0
m105,2023-11-01,720.42584,711.0,778.69293,704.325,745.7942,1123.4662,1123.4613,1369.2916,1001.0
m106,2022-12-01,3378.7288,6354.0,5542.502,6609.775,5110.762,3252.0623,3634.4873,5019.4165,6686.0
m106,2023-01-01,3386.4575,3573.0,4923.777,3139.8337,4825.4062,3252.0623,3634.4873,5019.4165,4354.0
m106,2023-02-01,3394.186,5229.0,5915.826,4944.3013,5213.875,3252.0623,3634.4873,5019.4165,5670.0
m106,2023-03-01,3401.9148,4882.0,4845.212,4818.6323,4771.4023,3252.0623,3634.4873,5019.4165,5245.0
m106,2023-04-01,3409.6436,4250.0,4568.103,4272.3164,4589.984,3252.0623,3634.4873,5019.4165,4416.0
m106,2023-05-01,3417.3723,4027.0,4972.1475,5798.522,4946.537,3252.0623,3634.4873,5019.4165,5085.0
m106,2023-06-01,3425.1008,6299.0,6131.9956,7446.3613,6224.5635,3252.0623,3634.4873,5019.4165,6891.0
m106,2023-07-01,3432.8296,6366.0,5323.892,5453.784,5374.1987,3252.0623,3634.4873,5019.4165,6200.0
m106,2023-08-01,3440.5583,3750.0,4147.991,2739.0369,4222.2754,3252.0623,3634.4873,5019.4165,6683.0
m106,2023-09-01,3448.287,3058.0,2981.9282,1844.758,3081.7783,3252.0623,3634.4873,5019.4165,3548.0
m106,2023-10-01,3456.0159,2364.0,2666.2244,1313.0244,2759.7334,3252.0623,3634.4873,5019.4165,2708.0
m106,2023-11-01,3463.7444,3371.0,3067.5095,2505.531,3288.7012,3252.0623,3634.4873,5019.4165,3847.0
m107,2022-12-01,5276.7886,6740.0,7451.444,7713.177,7116.2793,5416.6934,5416.6934,5661.625,7962.0
m107,2023-01-01,5283.577,5205.0,5549.1655,5871.1377,5560.6455,5416.6934,5416.6934,5661.625,5137.0
m107,2023-02-01,5290.3657,4901.0,6544.937,5210.1406,6255.8145,5416.6934,5416.6934,5661.625,5254.0
m107,2023-03-01,5297.155,4540.0,5895.825,5393.5415,5858.085,5416.6934,5416.6934,5661.625,5755.0
m107,2023-04-01,5303.9434,5241.0,5563.497,5409.217,5517.5396,5416.6934,5416.6934,5661.625,5296.0
m107,2023-05-01,5310.732,4528.0,6127.995,5812.5757,6156.718,5416.6934,5416.6934,5661.625,5616.0
m107,2023-06-01,5317.5205,6730.0,8632.853,7821.8105,8850.666,5416.6934,5416.6934,5661.625,7916.0
m107,2023-07-01,5324.309,7094.0,6991.723,6626.5503,7060.3975,5416.6934,5416.6934,5661.625,7325.0
m107,2023-08-01,5331.0977,7162.0,5377.164,5914.848,5415.647,5416.6934,5416.6934,5661.625,7465.0
m107,2023-09-01,5337.886,4881.0,5276.07,4728.8,5455.0776,5416.6934,5416.6934,5661.625,5943.0
m107,2023-10-01,5344.6753,3999.0,4878.7056,4031.035,4943.6694,5416.6934,5416.6934,5661.625,5517.0
m107,2023-11-01,5351.464,5270.0,4752.3975,4434.695,4885.8726,5416.6934,5416.6934,5661.625,5346.0
m108,2022-12-01,53402.35,94823.0,98120.336,99645.695,79240.664,56957.344,56957.344,61662.375,96840.0
m108,2023-01-01,53525.7,49900.0,57670.887,52551.996,58503.58,56957.344,56957.344,61662.375,51941.0
m108,2023-02-01,53649.05,48736.0,61362.023,52036.895,59260.83,56957.344,56957.344,61662.375,52044.0
m108,2023-03-01,53772.402,52718.0,65012.02,59960.594,58161.36,56957.344,56957.344,61662.375,55007.0
m108,2023-04-01,53895.75,47463.0,57280.875,54977.195,53538.676,56957.344,56957.344,61662.375,51657.0
m108,2023-05-01,54019.1,46976.0,59624.438,57553.902,55883.586,56957.344,56957.344,61662.375,52143.0
m108,2023-06-01,54142.45,74076.0,85439.84,88691.48,81625.625,56957.344,56957.344,61662.375,82604.0
m108,2023-07-01,54265.8,94619.0,89522.38,85095.74,83157.25,56957.344,56957.344,61662.375,91657.0
m108,2023-08-01,54389.152,59047.0,56920.402,53303.273,59477.527,56957.344,56957.344,61662.375,71340.0
m108,2023-09-01,54512.5,49216.0,48812.594,46014.605,54700.656,56957.344,56957.344,61662.375,55006.0
m108,2023-10-01,54635.85,43576.0,43142.15,39879.273,49284.77,56957.344,56957.344,61662.375,48865.0
m108,2023-11-01,54759.203,53279.0,53111.0,48810.57,51920.7,56957.344,56957.344,61662.375,58648.0
m109,2022-12-01,300.53763,600.0,660.4294,643.5068,682.92175,692.7508,693.2197,766.6667,700.0
m109,2023-01-01,301.07526,900.0,787.84216,750.7107,803.96466,692.7508,693.2197,766.6667,1200.0
m109,2023-02-01,301.6129,700.0,939.17834,648.16974,950.28534,692.7508,693.2197,766.6667,800.0
m109,2023-03-01,302.15054,900.0,762.5832,718.1061,782.43933,692.7508,693.2197,766.6667,600.0
m109,2023-04-01,302.68817,1500.0,1186.3564,884.65985,1200.9822,692.7508,693.2197,766.6667,1500.0
m109,2023-05-01,303.2258,600.0,544.8085,638.28064,560.914,692.7508,693.2197,766.6667,900.0
m109,2023-06-01,303.76343,400.0,509.16766,595.0526,522.6117,692.7508,693.2197,766.6667,400.0
m109,2023-07-01,304.3011,300.0,599.16724,537.9095,643.85297,692.7508,693.2197,766.6667,800.0
m109,2023-08-01,304.8387,700.0,716.48456,676.41437,743.9633,692.7508,693.2197,766.6667,400.0
m109,2023-09-01,305.37634,800.0,587.5999,749.22003,579.49036,692.7508,693.2197,766.6667,600.0
m109,2023-10-01,305.91397,1000.0,694.19183,761.8369,690.6126,692.7508,693.2197,766.6667,700.0
m109,2023-11-01,306.4516,300.0,644.81934,562.8178,701.8936,692.7508,693.2197,766.6667,900.0
m11,2022-12-01,75010.05,42725.0,36559.977,42347.906,34519.375,52748.32,52748.32,43218.75,35157.0
m11,2023-01-01,75275.086,30387.0,33454.066,36209.81,35299.695,52748.32,52748.32,43218.75,32322.0
m11,2023-02-01,75540.13,49847.0,46607.625,45622.246,49200.453,52748.32,52748.32,43218.75,50716.0
m11,2023-03-01,75805.17,42913.0,38385.02,37506.22,46701.156,52748.32,52748.32,43218.75,42163.0
m11,2023-04-01,76070.22,50758.0,42766.01,41048.82,49755.37,52748.32,52748.32,43218.75,48696.0
m11,2023-05-01,76335.266,55060.0,55075.133,48575.37,67137.26,52748.32,52748.32,43218.75,61703.0
m11,2023-06-01,76600.305,43856.0,42410.19,37744.098,38788.438,52748.32,52748.32,43218.75,42044.0
m11,2023-07-01,76865.35,40969.0,44861.965,38396.62,42944.992,52748.32,52748.32,43218.75,41766.0
m11,2023-08-01,77130.39,39583.0,43739.867,36257.96,48595.164,52748.32,52748.32,43218.75,43908.0
m11,2023-09-01,77395.44,42535.0,43828.027,37062.145,49398.12,52748.32,52748.32,43218.75,43530.0
m11,2023-10-01,77660.484,59952.0,58906.535,50584.152,57652.555,52748.32,52748.32,43218.75,66014.0
m11,2023-11-01,77925.52,74745.0,76208.21,64755.734,76790.66,52748.32,52748.32,43218.75,80455.0
m110,2022-12-01,18557.527,16300.0,16945.176,17009.562,16755.748,17454.975,16918.588,16320.833,18000.0
m110,2023-01-01,18615.055,20500.0,19786.295,20355.887,20533.121,17454.975,16918.588,16320.833,21300.0
m110,2023-02-01,18672.58,17700.0,17967.54,18791.084,18344.361,17454.975,16918.588,16320.833,21500.0
m110,2023-03-01,18730.107,14800.0,16143.655,16432.375,15954.44,17454.975,16918.588,16320.833,14600.0
m110,2023-04-01,18787.635,20500.0,19549.143,20210.3,21507.613,17454.975,16918.588,16320.833,17200.0
m110,2023-05-01,18845.162,16500.0,16351.881,17083.447,15361.522,17454.975,16918.588,16320.833,13100.0
m110,2023-06-01,18902.688,11100.0,13241.553,13249.221,10586.132,17454.975,16918.588,16320.833,8700.0
m110,2023-07-01,18960.215,13500.0,16573.352,16299.811,15970.0625,17454.975,16918.588,16320.833,13900.0
m110,2023-08-01,19017.742,17100.0,17378.057,17616.098,16682.03,17454.975,16918.588,16320.833,15200.0
m110,2023-09-01,19075.27,14800.0,16198.224,16470.287,15557.028,17454.975,16918.588,16320.833,13500.0
m110,2023-10-01,19132.795,18300.0,18418.85,19192.213,19017.688,17454.975,16918.588,16320.833,17900.0
m110,2023-11-01,19190.322,18500.0,18425.633,19877.76,18702.98,17454.975,16918.588,16320.833,18400.0
m111,2022-12-01,702.6882,500.0,680.34503,676.2233,630.52936,684.1357,681.6041,625.0,500.0
m111,2023-01-01,705.37634,1000.0,680.34503,771.373,744.02313,684.1357,681.6041,625.0,800.0
m111,2023-02-01,708.0645,900.0,680.34503,757.44904,758.07245,684.1357,681.6041,625.0,900.0
m111,2023-03-01,710.7527,800.0,680.34503,736.2928,697.67737,684.1357,681.6041,625.0,600.0
m111,2023-04-01,713.44086,1000.0,680.34503,755.6333,695.61554,684.1357,681.6041,625.0,700.0
m111,2023-05-01,716.129,600.0,680.34503,696.36646,627.4426,684.1357,681.6041,625.0,300.0
m111,2023-06-01,718.8172,400.0,680.34503,659.2066,545.0634,684.1357,681.6041,625.0,400.0
m111,2023-07-01,721.5054,400.0,680.34503,657.3742,686.51355,684.1357,681.6041,625.0,500.0
m111,2023-08-01,724.19354,700.0,680.34503,717.117,769.9279,684.1357,681.6041,625.0,800.0
m111,2023-09-01,726.8817,800.0,680.34503,722.404,661.37805,684.1357,681.6041,625.0,700.0
m111,2023-10-01,729.5699,800.0,680.34503,729.61676,787.9472,684.1357,681.6041,625.0,300.0
m111,2023-11-01,732.25806,700.0,680.34503,707.003,712.84973,684.1357,681.6041,625.0,800.0
m112,2022-12-01,1199.4624,1300.0,1047.8583,565.89453,1059.9125,1289.4907,1218.3315,1245.8334,1000.0
m112,2023-01-01,1198.9247,1500.0,1822.679,787.15314,1807.4856,1289.4907,1218.3315,1245.8334,1800.0
m112,2023-02-01,1198.3871,1300.0,1371.6315,671.3533,1379.5585,1289.4907,1218.3315,1245.8334,1200.0
m112,2023-03-01,1197.8495,1400.0,1281.4961,314.8726,1305.4977,1289.4907,1218.3315,1245.8334,1100.0
m112,2023-04-01,1197.3118,1400.0,1452.9562,470.15442,1475.4376,1289.4907,1218.3315,1245.8334,1300.0
m112,2023-05-01,1196.7742,1100.0,974.7888,366.92758,1009.2089,1289.4907,1218.3315,1245.8334,1100.0
m112,2023-06-01,1196.2366,600.0,531.97406,322.75098,574.1127,1289.4907,1218.3315,1245.8334,700.0
m112,2023-07-01,1195.699,1000.0,957.80304,425.88263,955.1555,1289.4907,1218.3315,1245.8334,2200.0
m112,2023-08-01,1195.1613,1300.0,1224.8553,340.94302,1247.3373,1289.4907,1218.3315,1245.8334,1200.0
m112,2023-09-01,1194.6237,700.0,1065.8042,128.19557,1117.329,1289.4907,1218.3315,1245.8334,800.0
m112,2023-10-01,1194.086,1600.0,1380.7787,756.5141,1360.1687,1289.4907,1218.3315,1245.8334,1200.0
m112,2023-11-01,1193.5483,1200.0,1407.4368,481.0941,1418.8552,1289.4907,1218.3315,1245.8334,1600.0
m113,2022-12-01,62909.14,62300.0,64063.36,63498.848,64234.805,67052.49,67052.5,69687.5,69800.0
m113,2023-01-01,63118.28,79400.0,78266.84,76839.836,79241.33,67052.49,67052.5,69687.5,78400.0
m113,2023-02-01,63327.418,61200.0,63442.5,61833.89,64404.93,67052.49,67052.5,69687.5,68600.0
m113,2023-03-01,63536.56,61400.0,64177.906,62037.766,65655.63,67052.49,67052.5,69687.5,67200.0
m113,2023-04-01,63745.7,109500.0,106887.43,110152.18,109680.49,67052.49,67052.5,69687.5,116600.0
m113,2023-05-01,63954.84,72500.0,68499.16,72475.38,71329.81,67052.49,67052.5,69687.5,70300.0
m113,2023-06-01,64163.977,71400.0,69962.4,72036.84,72499.25,67052.49,67052.5,69687.5,75900.0
m113,2023-07-01,64373.117,76300.0,77484.984,78957.11,80480.73,67052.49,67052.5,69687.5,83300.0
m113,2023-08-01,64582.258,75100.0,72932.98,75048.02,76159.42,67052.49,67052.5,69687.5,75100.0
m113,2023-09-01,64791.4,51400.0,50819.56,52517.734,53191.906,67052.49,67052.5,69687.5,56100.0
m113,2023-10-01,65000.54,54700.0,53956.832,56480.836,56478.58,67052.49,67052.5,69687.5,59300.0
m113,2023-11-01,65209.676,62700.0,65112.703,64942.83,67755.09,67052.49,67052.5,69687.5,70600.0
m114,2022-12-01,1904.301,1500.0,1737.1586,1747.2115,1796.5857,1747.2115,1747.2115,1800.0,2200.0
m114,2023-01-01,1908.6022,1600.0,2011.55,1747.2115,2062.8413,1747.2115,1747.2115,1800.0,2200.0
m114,2023-02-01,1912.9032,1900.0,2159.6978,1747.2115,2190.6611,1747.2115,1747.2115,1800.0,2200.0
m114,2023-03-01,1917.2043,2100.0,2103.3196,1747.2115,2157.3853,1747.2115,1747.2115,1800.0,2300.0
m114,2023-04-01,1921.5054,1800.0,2011.4197,1747.2115,2075.2302,1747.2115,1747.2115,1800.0,2100.0
m114,2023-05-01,1925.8064,1200.0,1598.27,1747.2115,1629.5297,1747.2115,1747.2115,1800.0,1700.0
m114,2023-06-01,1930.1075,1600.0,1737.5408,1747.2115,1806.3057,1747.2115,1747.2115,1800.0,1900.0
m114,2023-07-01,1934.4086,1800.0,2133.5671,1747.2115,2216.3044,1747.2115,1747.2115,1800.0,2400.0
m114,2023-08-01,1938.7097,1600.0,1962.0537,1747.2115,2017.638,1747.2115,1747.2115,1800.0,1800.0
m114,2023-09-01,1943.0107,1800.0,1811.8275,1747.2115,1870.1637,1747.2115,1747.2115,1800.0,1900.0
m114,2023-10-01,1947.3118,1800.0,1838.8071,1747.2115,1879.6201,1747.2115,1747.2115,1800.0,1900.0
m114,2023-11-01,1951.6129,1900.0,1458.021,1747.2115,1438.2603,1747.2115,1747.2115,1800.0,1700.0
m115,2022-12-01,4507.527,3700.0,3356.1152,3241.6729,3360.4844,3663.041,3663.041,3466.6667,3500.0
m115,2023-01-01,4515.0537,3900.0,4000.1072,1684.5394,4026.8413,3663.041,3663.041,3466.6667,4600.0
m115,2023-02-01,4522.5806,3700.0,3544.5947,1602.7554,3594.326,3663.041,3663.041,3466.6667,4300.0
m115,2023-03-01,4530.1074,3700.0,3691.183,1750.1615,3748.4775,3663.041,3663.041,3466.6667,4000.0
m115,2023-04-01,4537.6343,3200.0,3550.7166,1345.4613,3649.4387,3663.041,3663.041,3466.6667,3700.0
m115,2023-05-01,4545.161,3000.0,3405.5222,1218.9276,3490.5981,3663.041,3663.041,3466.6667,3300.0
m115,2023-06-01,4552.688,2700.0,3074.4495,957.8641,3140.839,3663.041,3663.041,3466.6667,3100.0
m115,2023-07-01,4560.215,3400.0,3491.27,1309.7915,3548.8435,3663.041,3663.041,3466.6667,3400.0
m115,2023-08-01,4567.7417,4200.0,3792.422,1663.0771,3771.5134,3663.041,3663.041,3466.6667,4600.0
m115,2023-09-01,4575.269,3600.0,3425.891,1447.4077,3457.1567,3663.041,3663.041,3466.6667,3800.0
m115,2023-10-01,4582.796,4100.0,4058.8738,1701.6823,4148.941,3663.041,3663.041,3466.6667,4400.0
m115,2023-11-01,4590.3228,4500.0,3844.799,2129.1687,3899.597,3663.041,3663.041,3466.6667,5300.0
m116,2022-12-01,1607.5269,1900.0,1513.004,1813.5154,1500.3762,1412.0427,1414.5194,1266.6666,1400.0
m116,2023-01-01,1615.0537,1200.0,1538.4958,1557.5027,1520.8235,1412.0427,1414.5194,1266.6666,1700.0
m116,2023-02-01,1622.5807,1100.0,1370.1599,1408.8701,1354.0485,1412.0427,1414.5194,1266.6666,1300.0
m116,2023-03-01,1630.1075,1000.0,1462.3748,1584.186,1433.1067,1412.0427,1414.5194,1266.6666,1600.0
m116,2023-04-01,1637.6344,2600.0,2352.325,2792.538,2323.8318,1412.0427,1414.5194,1266.6666,3900.0
m116,2023-05-01,1645.1613,1400.0,1487.9265,1697.9388,1454.5568,1412.0427,1414.5194,1266.6666,1300.0
m116,2023-06-01,1652.6882,900.0,1354.7821,1316.7981,1330.8967,1412.0427,1414.5194,1266.6666,1100.0
m116,2023-07-01,1660.2151,1300.0,1467.5779,1456.3024,1400.0543,1412.0427,1414.5194,1266.6666,1400.0
m116,2023-08-01,1667.742,1300.0,1495.306,1553.3396,1435.8785,1412.0427,1414.5194,1266.6666,1200.0
m116,2023-09-01,1675.2688,1800.0,1641.2769,1783.575,1543.7266,1412.0427,1414.5194,1266.6666,1600.0
m116,2023-10-01,1682.7957,2000.0,1679.8523,1960.593,1604.8484,1412.0427,1414.5194,1266.6666,1800.0
m116,2023-11-01,1690.3226,1600.0,1737.3263,1900.5164,1662.7955,1412.0427,1414.5194,1266.6666,1400.0
m117,2022-12-01,903.7634,500.0,744.20355,518.3345,720.454,711.85333,753.89545,683.3333,1100.0
